Geneid,control Evs_1,control Evs_2,control Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Aamp,4605,422,295,176,626,252
Tmbim1,3105,1185,458,242,1809,811
Arpc2,12519,2142,3847,356,3763,1271
Kmt2b,0,0,0,0,103,110
Zbtb32,0,51,0,10,4,132
Tmem147,1133,543,722,151,566,244
Rps9,12057,7701,8746,8599,11407,11556
Tfpt,232,96,0,0,50,27
Susd2,0,0,0,0,0,0
Ggt5,0,0,0,0,0,0
Cbfa2t3,0,0,5,0,0,0
Fbln1,777,0,104,45,253,2
Pgrmc1,777,72,369,262,84,99
Gcat,73,24,22,162,63,43
Elovl1,3154,315,379,45,767,164
Med8,366,586,660,121,615,454
Hyi,317,16,91,161,250,119
Cdc20,909,261,1170,0,799,138
Adamts4,467,0,0,0,0,0
Nectin4,0,0,41,0,0,0
Pfdn2,1181,241,105,17,307,181
Rnf114,3423,676,816,585,2627,1267
C330007P06Rik,2604,279,742,160,632,660
Neurl1a,8,0,0,9,97,33
Srm,3614,5344,3650,2702,6329,4079
Epha2,0,0,0,0,1,0
Rbm14,554,157,184,320,288,225
Actn3,0,0,0,0,0,0
A530013C23Rik,0,0,0,0,0,0
Zdhhc24,1095,16,14,0,187,4
Bbs1,0,8,0,87,0,0
Ndor1,153,17,54,0,184,63
Nsmf,0,0,3,908,31,66
Pdk1,1635,2217,1281,1783,2110,2386
Ptbp1,2607,314,1178,419,1137,666
Mvd,2849,740,855,524,921,1028
Cyba,33890,5952,9068,2869,7356,1915
Tmem110,0,66,219,0,405,265
Sfmbt1,58,218,387,2,733,172
Rundc3a,131,0,311,233,143,156
Slc4a3,0,0,0,0,10,0
Cdt1,569,247,474,0,569,44
Aprt,5318,1376,1291,971,1984,959
Gtf2h1,1798,926,1035,0,1615,598
Hfe,519,231,105,136,232,447
Slc5a6,0,253,0,516,420,101
Qrich1,3443,253,464,0,377,371
Usp19,3747,863,917,131,899,187
Pola1,488,8,365,7,112,103
Cdc42,10550,894,2340,520,2921,855
Pknox1,515,1072,718,1249,1786,1948
Gmnn,434,124,130,111,151,69
Acot13,517,228,191,144,271,24
Zfp184,0,0,24,0,14,0
Cdk4,8477,1552,3522,1467,3929,2680
B4galnt1,1646,391,0,0,486,400
Mettl1,263,67,275,87,162,209
Tspan31,2611,176,471,0,548,149
Kif5b,995,120,180,1,290,0
Saal1,419,26,6,0,183,316
Tph2,0,18,151,0,183,237
Cnp,1,0,193,0,136,21
Ttc25,18,142,118,72,61,153
Sulf2,3732,467,380,133,449,332
Sod2,2459,539,1005,368,1428,1042
Tmco6,238,0,0,0,13,0
Stambp,381,84,53,0,283,82
Ezh1,1207,222,725,210,657,183
Hap1,135,178,0,0,127,18
Ctnnb1,16088,2319,3315,295,4241,1098
Eif1b,252,591,559,144,607,724
Psmd2,19219,2208,3644,999,6257,1333
Syngr3,0,0,0,0,0,0
Vars,5159,1310,681,1086,628,1202
Hspa1l,0,14,1,0,11,0
Msh5,23,0,29,0,0,25
Abhd16a,632,771,96,659,599,102
Neu1,6952,971,1992,527,1293,94
Clic1,6884,859,2228,346,2051,1039
Lsm2,871,506,427,379,625,646
Pole,0,0,0,4,0,20
Stx1a,0,0,0,0,0,0
Zfp775,0,0,0,0,156,150
Mrpl49,696,238,118,7,221,107
Dennd2c,0,137,0,0,24,294
Mark3,51,78,393,57,101,258
Gatad1,209,415,255,289,601,463
M6pr,7509,698,2063,32,1686,451
Lrrc8a,7,0,6,0,10,48
Ppp2r1a,5770,1309,1358,703,1453,483
Fance,598,143,2,439,129,360
Tinf2,515,19,29,376,263,49
Hapln4,0,33,622,0,273,29
Dus3l,630,0,246,29,204,0
Gtpbp3,0,0,0,1,137,59
Tgfbr1,0,18,263,208,573,808
Homer1,461,1,25,116,2,82
Rad51c,0,0,0,0,65,0
Arpp19,1079,250,501,252,594,350
Bcl2l1,1340,298,645,241,521,212
Khsrp,1056,34,398,87,451,138
Ccdc124,1009,238,512,231,436,363
Cct4,5951,5292,4338,3720,8334,6638
0610009B22Rik,645,135,203,1,84,0
Cpt1c,81,26,0,0,0,0
Zfp655,1388,949,634,1008,1569,1137
Rhoa,3191,341,787,102,889,150
Zmiz1,1725,27,36,146,237,308
Ankrd26,256,132,33,15,112,49
Aldh16a1,1418,185,0,0,946,112
Hnrnpa0,155,88,79,10,94,72
Prrg2,0,0,0,0,100,0
Hnrnph1,828,337,205,1,64,169
Ift43,97,171,64,0,99,109
Id3,0,0,0,0,43,0
Arid1a,464,4,495,1,0,13
Ctsd,110981,17419,24110,6099,24008,5606
Rplp1,4646,6406,6556,8708,7601,9499
Abhd8,464,141,49,6,137,200
Ift22,1286,304,168,0,144,99
Mid1ip1,1265,420,187,135,413,323
Ap2s1,2498,400,1054,170,917,293
Fgfrl1,0,0,0,0,0,0
4930432K21Rik,329,0,0,0,0,10
Emc10,933,165,513,78,280,296
Clstn3,79,0,2,0,1,0
Fbxw9,174,0,270,218,90,87
Fnbp4,526,0,0,0,240,0
Cers4,0,0,0,0,0,0
Scrn3,447,12,1,13,66,211
Phax,713,221,329,257,428,246
Tle1,0,3,121,0,0,42
Relt,0,495,0,378,256,547
Snrpb2,1213,50,467,149,296,87
Ubc,6778,962,1681,406,1597,592
Prpf31,1260,22,476,0,656,77
Sertad1,144,65,209,0,0,15
Carhsp1,705,12,598,58,85,155
Elk3,52,108,592,122,210,356
Herpud2,580,157,223,10,67,4
Rdh13,196,0,5,119,144,210
Nutf2,1336,308,915,278,710,513
Arpc5,12622,2021,2765,1010,5055,2304
Elavl2,0,0,0,0,0,0
Pou2f2,105,0,59,0,36,9
Mgst1,5751,533,719,304,935,192
Nfib,0,0,3,0,0,0
Ubqln4,834,383,101,5,913,99
Rps18,19931,21006,21146,21499,29937,32020
Rpl10,12236,6908,8072,6676,8899,8473
Rps15a,3934,3340,4303,2225,4102,4378
Ncaph2,861,970,863,823,1315,1155
Hipk1,1223,875,514,402,1334,1514
Gprc5b,141,0,11,0,0,5
Man1a2,1501,220,254,151,705,333
Acyp1,292,5,82,0,75,0
Hdac5,977,252,612,99,468,157
Rala,405,513,469,603,710,468
Vdac3,3299,440,685,395,1857,434
Vps72,1464,216,444,62,588,172
Gabpa,785,144,0,88,204,199
Dynll1,2912,889,986,616,1388,851
Pdcl,581,298,0,176,364,166
Tmem184b,3458,418,337,304,285,0
Nf2,431,184,256,31,731,450
Zmat5,245,52,53,0,127,34
Ewsr1,5424,726,1927,252,1065,250
Ap1b1,3264,1049,1148,476,785,147
Gnat2,0,0,0,0,0,0
Bcl2l13,458,1006,638,199,1429,465
Dqx1,0,16,12,7,14,23
Ccl8,0,0,0,0,0,0
Lnpk,606,102,0,0,94,71
Pttg1ip,2072,596,174,197,585,92
Trpm2,24,36,39,34,20,37
Ube2g2,432,414,857,872,1183,559
Met,0,0,0,0,0,0
Syn2,0,75,0,0,0,0
Elk1,441,62,8,0,116,232
Nav1,20,31,186,0,99,125
Tnpo1,1904,223,183,271,639,913
Rnmt,2485,511,511,6,704,227
Srp14,3600,834,1146,926,1215,541
Cdk9,2889,468,464,140,1265,299
Tor2a,491,265,473,274,164,106
Fpgs,551,0,0,214,0,0
Mrtfb,2258,11,206,0,70,182
Cbx5,918,4440,1353,1986,6889,6120
Apobec3,548,120,198,91,215,90
Sardh,0,59,0,58,43,15
Vav2,467,176,199,0,213,158
Ppp2cb,99,147,88,186,131,288
Dmap1,490,76,453,0,143,201
Mcu,744,108,126,0,111,82
Oit3,863,6,275,7,402,37
Bcr,1,0,0,19,0,56
Fxyd5,16645,2337,5496,679,3579,1051
Tfcp2,0,252,2,1,0,0
Ubp1,180,43,330,245,507,328
Nuak2,770,162,375,0,383,0
Ick,345,0,0,0,0,0
Sdhb,4491,1073,1159,186,1262,446
Snap47,1024,383,97,350,758,34
Kdsr,723,0,144,0,179,0
Vps4b,1642,415,1517,0,642,464
Rps25,5845,5088,5528,4951,6224,6948
Taz,1528,87,226,26,211,0
Kif19a,73,16,0,0,44,0
Aldh3a2,577,3,0,0,362,0
Tmem115,935,382,4,0,745,44
Hyal2,1145,0,211,58,189,151
Ifrd2,114,272,370,620,359,450
Hyal1,1892,77,47,1,139,58
Tusc2,782,181,592,252,346,867
Nprl2,447,0,175,0,83,0
Rassf1,535,11,76,0,116,35
Slc3a2,10280,698,1628,1040,1764,205
Nxf1,1207,190,0,0,44,167
Stx5a,1313,507,331,55,452,142
Tnfrsf13b,339,456,97,121,303,113
Spire2,0,101,9,0,88,0
2610507B11Rik,4463,285,881,733,1270,832
AI597479,32,5,312,108,376,444
Tmem86a,1343,155,156,197,215,120
Tex14,166,3,0,0,127,0
Ifi35,643,90,104,77,165,58
Rdm1,0,0,112,1,147,93
Nedd8,2485,501,647,209,741,219
Gosr1,643,476,5,54,1447,652
Mrpl52,1387,540,801,767,978,715
Kansl3,524,273,754,131,534,479
Eya4,0,71,0,0,84,11
Faf1,1040,97,80,0,583,255
Tsacc,30,0,26,0,27,56
Mettl16,716,2,0,265,233,295
Pigyl,317,17,175,59,40,81
Rbm25,594,391,224,257,609,291
Psen2,1721,137,405,0,279,0
Plcd1,0,0,0,0,0,0
Fads1,7143,2456,2041,3504,4318,4908
Lmbr1,0,0,0,0,0,68
Tnfrsf22,590,386,629,0,1171,225
Cars,3145,619,831,287,283,445
Phlda2,108,0,0,0,9,0
Kdelr3,581,147,0,0,45,0
Apip,633,169,108,51,197,24
Pdhx,2813,158,569,327,461,163
Vac14,3496,325,495,623,280,370
Mcoln2,1165,13,723,0,465,15
Akt1s1,359,168,244,303,516,268
Tbrg1,1524,813,1015,332,2159,1111
Adssl1,3353,1218,637,422,1228,754
Brf1,1083,433,319,81,258,33
Odc1,1099,9465,7649,5123,10746,14260
Thg1l,1,0,2,208,159,1
Pabpc4,535,2619,2942,3926,3730,5061
Exoc3l2,0,0,0,0,17,3
Zfp296,0,0,227,0,4,67
Sugp1,1777,266,566,0,245,60
Dhdh,471,11,17,111,30,18
Zfp790,551,117,0,0,470,47
Fuz,149,0,0,0,9,0
Sptbn4,0,0,38,0,0,0
Pgam1,11830,2434,3408,1916,4474,2153
Evi5,0,7,0,114,199,127
Evi5l,17,0,155,0,257,181
Snapc2,163,54,249,0,231,57
Git1,1019,46,102,252,292,43
Gltp,4030,777,1884,271,1240,946
Bnip2,1068,277,375,264,504,562
Ccnt1,940,1119,670,1635,2355,2001
Brms1l,0,30,14,0,187,175
Med15,393,91,340,526,876,323
Dhdds,3011,136,489,0,108,21
Crybg2,0,0,0,0,0,28
Ubxn11,0,92,0,0,1,54
Tjap1,274,0,76,53,201,191
Rpl15,5264,3437,3076,2604,4345,4488
Tmem167,979,940,1556,641,1720,1536
Mplkip,116,263,0,0,38,11
Kif11,445,0,532,0,471,0
Rpa3,235,0,38,0,92,11
Mlkl,749,118,20,0,436,56
Tnpo3,1917,441,392,0,435,364
Ttll5,89,0,0,173,33,10
Zfp715,0,96,366,0,207,63
Retn,22,32,47,28,11,30
Cdh23,0,0,22,0,15,0
Rps5,7904,5283,5435,4012,6111,6829
Adgrl1,0,95,39,14,42,40
Amotl1,496,2711,3012,4531,5692,5197
2200002J24Rik,154,25,0,0,0,33
Etv5,511,390,28,22,367,28
Gfod2,8,14,82,5,26,16
Enkd1,390,19,130,0,15,0
Atp6v0d1,7231,1218,1415,83,1517,582
Ptprs,1020,442,622,288,289,130
Slc41a1,1076,257,0,0,0,0
Igf2bp1,0,0,0,0,0,0
B4galnt2,0,0,12,0,0,0
Nelfb,1711,3,221,0,601,346
Card14,4097,253,95,117,267,3
Tmem175,659,0,418,0,155,0
Tango2,2162,405,187,571,747,361
Ndufs2,8226,1520,1732,1265,2553,1524
Atraid,899,214,197,102,283,99
Cad,2129,803,136,92,1051,413
Sh3bp5l,1175,56,242,338,70,229
Atad1,645,0,487,109,409,372
Pten,1202,288,1022,340,850,801
Pea15a,3396,985,877,173,443,659
Timm23,2400,866,1142,1076,1128,863
Tnfaip8l2,3869,1571,2091,1194,1916,741
Trnt1,677,217,879,0,433,33
Ehmt2,1441,1719,1265,496,1129,1879
Elof1,307,379,271,241,458,288
Med16,6,315,1,1,171,95
St3gal1,0,0,0,0,89,0
Tmem259,0,124,125,0,1,1
Rnf170,166,41,368,107,489,384
Myl2,0,0,0,0,1,0
Dedd,14,9,0,0,15,9
Mcemp1,0,0,0,0,163,0
Nit1,760,152,448,0,253,262
Prdm15,0,0,0,0,312,29
Rnf168,537,39,0,201,77,43
Tctex1d2,680,25,82,0,75,21
Chp1,751,760,268,284,1901,1759
Trpv4,0,0,360,0,0,0
Tvp23b,1085,277,374,0,347,79
Dnajc7,1187,486,340,183,513,147
Zfp385c,0,0,0,0,0,0
Cacybp,3168,1454,1416,329,1990,1047
Cluap1,0,0,0,6,113,1
Zswim7,90,41,170,22,64,103
Pigl,271,1,1,12,6,4
Ndufa2,2190,828,1203,574,1064,723
Pam16,599,174,260,155,267,82
Cox6c,7221,1371,2504,821,2022,910
Bicc1,0,0,0,0,0,0
Ube2z,1080,627,501,519,2436,1149
Tmem87b,1278,310,350,0,1404,625
Anapc1,5683,1522,2938,247,3213,704
Mertk,2348,19,0,0,102,27
Tsg101,999,606,190,166,902,185
Hps5,772,30,0,0,0,37
Map3k4,814,148,131,333,379,233
Piezo1,2740,0,168,4,10,27
Rnf166,727,289,321,321,846,469
Ankrd28,0,0,164,0,50,42
Ankrd52,0,196,296,627,175,300
Pkd2l2,0,21,0,0,31,0
Srp19,826,324,745,129,412,431
Wdfy2,502,0,0,507,876,56
Rbsn,451,9,655,307,150,223
Mrps25,652,196,359,60,163,372
Dguok,639,89,0,108,105,18
Camta1,279,123,75,64,198,77
Csf1,10851,883,1434,64,1451,71
Strip1,2751,235,15,0,340,88
Kif1a,0,13,661,1,153,67
Slc25a11,4255,804,1101,1311,1235,996
Cmc2,350,168,308,103,154,205
Chfr,1050,195,435,618,861,640
Adam28,0,0,0,0,0,0
Tex261,1353,2896,3470,3163,4390,4636
Fam120b,1068,12,422,0,230,12
Tbp,419,0,326,1,215,0
Psmb1,3015,859,1193,745,1567,817
Fhod1,0,14,212,0,58,158
Slc9a5,0,0,3,0,0,56
4931428F04Rik,381,0,0,0,0,74
Msh3,0,0,0,0,0,5
Adamts13,0,0,0,0,0,0
Tmem208,670,344,586,124,685,448
E2f4,1257,828,728,641,1256,1011
Surf4,10156,943,1871,445,2487,610
Surf2,391,64,161,0,88,55
Dnajb9,0,0,0,54,96,0
Naf1,5,10,118,0,0,10
Yes1,0,5,0,0,0,0
Ppp1cb,864,409,346,0,284,142
Gorasp2,2836,929,846,775,1448,1228
Tsen15,300,123,287,1,38,44
Efr3a,706,273,649,98,1013,918
Trappc2l,1593,381,464,136,520,440
Acsf3,106,0,0,0,242,43
Ddx19a,145,0,18,54,54,74
Galns,2268,158,43,0,280,0
C8g,208,0,21,0,39,0
Rabl6,2041,1166,988,17,1228,615
Edf1,3294,905,899,531,1190,440
Fbxw5,1815,306,1588,0,316,108
Slc25a13,2001,192,453,0,1001,165
Ube2i,2227,557,919,616,1376,765
Tsr3,727,195,499,322,203,81
Unkl,334,0,0,0,5,0
Lrrk1,810,285,526,113,81,182
Aldh1a3,90,579,545,379,389,480
Actn1,106,0,61,38,15,3
Sirt2,3041,313,70,0,268,139
Hnrnpl,2536,189,452,123,421,50
Nolc1,3144,317,1657,961,1645,906
Cnksr3,659,152,11,153,248,11
Mtmr1,773,238,475,0,395,483
Hmgb3,543,71,0,259,236,150
Abca1,6455,844,73,0,1124,647
Nipsnap3b,886,193,182,299,239,0
Lage3,358,91,59,322,178,188
Ubl4a,757,342,223,543,714,583
Gdi1,3987,186,972,0,328,155
Sash1,7,20,8,37,84,135
Gadd45b,874,175,146,89,119,60
Slamf6,0,0,0,0,59,0
Zdhhc12,1541,53,487,133,518,144
Endog,50,77,0,3,44,11
Cybb,15283,159,2000,1461,7037,133
Golga7,3016,2379,2355,2047,3488,2437
Xk,0,126,0,0,56,29
Cd48,1335,0,480,180,537,213
Clpx,2100,116,0,162,644,0
Trabd,1635,3122,2170,2336,5089,5850
Dennd6b,0,7,0,0,10,0
Cd83,3263,121,856,0,532,606
Atf6b,2357,19,380,233,685,255
Notch4,0,0,0,0,0,0
Ppt2,190,87,202,1,50,19
Rnf5,1404,258,197,184,172,27
Cacfd1,280,469,596,90,290,169
Hivep2,0,0,12,0,46,49
Arnt,636,582,1125,438,905,475
Itga2,0,0,0,0,0,0
Mocs2,497,218,472,194,424,197
Nat9,863,137,321,0,235,26
Lpl,5960,680,996,248,1451,553
Atp6v0e,4529,1130,1370,0,1732,426
Zfp318,0,94,5,0,5,189
Srf,141,193,412,448,665,517
Gata3,53,92,1,0,0,4
Lama5,0,0,6,1,48,0
Steap2,0,0,0,0,0,0
Hspa8,31750,4864,8967,3532,9319,4140
Serac1,0,0,255,0,229,42
Pdzd11,184,93,186,185,333,136
Psma2,2856,451,1149,100,793,108
Mrpl32,613,13,223,0,179,13
Setdb1,917,178,890,0,570,4
Anxa9,256,0,240,0,236,130
Arnt2,0,0,584,0,7,0
Prune1,508,121,396,107,111,233
Cers2,6493,990,365,0,879,202
Capza2,4871,1807,2526,706,3059,895
Plekho1,1593,505,1149,146,580,657
Vps45,2275,3879,3555,3199,4182,4276
Prpf3,1302,532,0,307,716,28
Anp32e,5113,1001,1070,1337,1940,2050
Aph1a,1780,700,555,844,1489,1123
Tab2,1,113,37,0,309,12
Ppil4,646,306,90,122,444,96
Cnih1,707,543,1086,319,978,1259
Eps8,634,346,109,0,336,62
Med22,0,1877,2391,4126,3905,4114
Surf1,972,222,269,0,461,325
Med28,2450,884,875,931,1180,881
Qdpr,596,182,528,183,520,213
Tnr,0,0,42,0,0,0
Sqstm1,31912,3652,5794,867,5374,1221
Nfe2l2,6753,1262,1164,644,1401,387
Rxra,743,719,348,944,1609,2248
Adamtsl4,0,0,0,0,3,0
Cd5l,0,0,0,0,0,0
Prpsap1,1998,1092,756,111,1755,1390
Ncapg,0,0,85,0,258,147
Lcorl,732,36,278,0,444,24
Lta4h,726,58,175,197,155,75
Amdhd1,0,0,0,0,0,0
Dstn,856,505,498,305,421,665
H2afy,2883,414,339,702,858,800
Gtf2ird2,486,0,167,419,15,20
Bola1,1052,214,496,59,344,61
Castor2,556,401,556,1500,1453,1092
Fcgr1,955,84,129,140,472,169
Ncf1,4723,633,555,256,505,204
Wnt11,0,0,0,0,0,0
Adss,400,0,4,29,555,384
Cacna1d,0,394,77,0,65,17
Actr8,740,125,702,0,440,178
Lrrc27,421,189,72,3,195,7
Fnta,1133,532,611,267,1121,922
Mtrex,3245,786,547,317,589,132
Lbp,0,0,0,0,0,0
Celsr1,47,6,62,0,39,0
Fli1,1372,84,0,0,1,1
Diexf,0,0,0,0,25,69
Hsd11b1,188,0,0,0,101,0
Syt14,0,4,1,133,83,39
H2-M3,2349,268,487,0,43,0
Lonrf3,481,123,111,0,110,50
Atp5e,3145,850,1307,496,911,673
Nelfcd,1511,0,589,578,856,61
Tubb1,0,0,0,0,0,10
Ctsz,68016,11579,15220,2908,16464,3969
Prelid3b,2536,1468,1148,945,2386,2047
H2-M2,1520,59,263,0,362,0
Ube2a,1490,112,610,27,488,312
Slc25a5,15002,2622,3998,922,5044,1814
Ppdpf,1465,376,409,87,574,328
Kcnq2,0,0,1,0,0,0
Pls3,2085,183,685,0,367,0
Nkap,1065,0,0,0,167,0
Ndufa1,2991,627,1214,217,910,299
E2f3,212,91,291,42,261,87
Cr1l,0,0,58,0,254,0
Ppfibp1,3131,323,1166,0,783,404
Cd34,0,0,0,0,0,0
Plgrkt,1745,222,765,0,247,119
Cd274,647,188,0,0,300,1
Pdcd1lg2,0,42,75,0,23,20
Gtf3a,345,353,540,521,546,439
Mtif3,437,139,126,0,43,25
Lnx2,1310,0,798,0,111,104
Dyrk3,0,40,0,0,165,8
Mapkapk2,2878,9573,13329,5797,13129,18657
Lamp2,14418,1929,2134,263,3205,490
Atxn10,10804,1991,2511,389,3542,1458
Foxred2,0,0,0,0,121,28
Eif3d,2709,198,380,173,622,231
H3f3b,8615,854,2692,327,2714,767
Nup50,866,429,132,201,368,533
Phf21b,0,0,0,0,0,0
Ift27,171,257,268,55,136,63
Pacsin2,2920,1611,1134,501,2269,2342
Ttll12,1025,48,475,0,196,255
Bik,0,0,0,0,26,0
Tox4,4968,168,0,43,417,28
Mrps18c,560,157,213,92,279,67
Srsf6,3197,938,302,4,894,513
Plcg1,1474,206,88,41,537,387
Kctd2,0,9,127,212,53,244
Kctd5,1631,221,252,0,572,347
Etaa1,53,0,263,0,31,128
Slpi,7546,725,2295,417,2169,315
Sdc4,1234,157,659,79,279,52
Il13ra1,2390,667,1117,253,839,347
Nbr1,739,899,1240,0,488,175
Cyth1,993,227,776,330,561,539
Brca1,555,0,0,43,0,71
Cntnap1,0,0,0,0,0,0
Nt5c3b,437,41,90,0,0,54
Coa3,1506,438,369,537,507,501
Med24,20,19,336,0,137,173
Psmd3,2881,232,817,0,447,177
Exosc10,1147,169,0,0,364,143
Glod4,948,149,661,201,590,322
Vps53,973,153,30,98,231,146
Taok1,262,224,140,483,112,268
Dnttip1,889,11,15,19,58,39
Acot8,463,97,65,0,149,68
Cd300lg,0,0,0,56,0,98
Mpp2,0,0,0,0,0,1
Nlk,0,0,2,0,2,46
Traf4,263,149,256,0,126,335
Aldoc,5521,669,948,0,1034,70
Stac2,602,164,0,0,0,0
Rpl19,7494,3248,4666,2890,4632,4089
Nek8,0,0,0,0,0,26
Plxdc1,2202,202,0,0,33,109
Arl5b,99,99,157,21,347,119
Zfp207,2347,305,1159,277,612,221
Psmd11,3916,595,630,304,605,274
Timp2,3384,468,2929,446,1181,332
Zc3h18,907,191,155,0,184,184
Top2b,592,0,163,25,253,0
Igfbp4,482,1204,1112,567,1051,922
Cdc6,201,26,496,0,194,3
Suz12,283,0,2,26,190,163
Atad5,207,0,0,0,0,0
Crlf3,1657,346,656,123,1031,628
Tns4,0,0,0,0,0,0
Tnfaip1,2174,505,770,38,296,152
Abr,3738,1199,544,584,1227,626
Rab11fip4,0,0,0,0,0,0
Cd40,731,261,263,0,67,71
Slc35c2,4721,998,998,446,905,1025
Zfp334,0,111,0,665,253,246
Elmo2,1709,280,154,223,590,12
Wsb1,1990,47,295,38,183,49
Ttpal,743,291,134,0,582,615
Rhot1,1470,0,575,589,480,8
Ada,163,0,113,0,133,0
Serinc3,9683,1996,4113,711,3609,1487
Tha1,0,0,0,0,58,0
Pgs1,504,401,573,651,1301,905
Birc5,1090,702,509,874,885,702
Afmid,8,37,58,0,3,0
Pigt,639,44,233,38,98,38
Etv4,0,0,0,52,53,0
Dbndd2,0,1,0,0,0,0
Mmp9,853,0,336,0,73,19
Slc12a5,0,0,0,25,0,0
Ghdc,0,0,0,0,119,0
Pltp,0,0,0,0,0,0
Slc12a7,1603,556,1095,61,4,5
Ctsa,78057,10451,13694,2853,12918,1673
Zswim1,1494,212,0,128,183,98
Slc12a4,1453,0,0,0,114,0
Myo1c,2634,488,509,162,1088,321
Crk,1854,291,824,675,1110,1070
Cox7c,4316,1358,2205,988,1751,1119
Pitpna,3976,801,464,236,1504,643
Mlx,617,0,392,0,223,79
Retreg3,470,97,0,304,213,380
Dhx58,288,1,0,0,125,0
Rab5a,1154,116,73,0,425,50
Nkiras2,3307,25,399,0,699,318
Ppp2r5c,2936,435,1349,613,1754,1948
Ift52,1492,400,874,319,865,525
Mybl2,1693,1578,1368,1329,3265,2367
B4galt5,424,50,316,34,231,80
Gdap1l1,295,36,23,0,0,27
Hnf4a,0,0,0,0,0,86
Ddx27,1445,485,0,57,747,243
Cyth3,340,223,458,0,843,139
Cyth4,2124,195,641,0,559,309
Rrp7a,919,291,75,144,440,222
Cyb5r3,8744,1686,3719,34,3299,1311
Ints2,523,116,359,0,0,0
Med13l,4,445,394,0,98,362
Hist1h2bc,3071,267,468,182,672,53
Mafk,1575,643,13,0,592,157
Med1,1065,497,314,568,1197,682
Erbb3,0,0,0,0,0,0
Stard3,584,649,943,1148,1138,701
Mfng,0,0,0,0,0,0
Vmp1,2433,485,1103,232,1224,356
Uchl5,1947,184,353,185,961,377
Glrx2,781,62,167,117,238,419
Trove2,921,0,208,62,20,92
Stk4,1514,145,1212,100,1541,349
Pmp22,8962,1289,2194,4,2132,291
Zcchc10,450,230,7,207,175,59
Psmb6,25936,9755,11207,4342,11960,5940
Spag7,1862,269,540,0,340,69
Pfn1,11628,2254,3478,1281,3062,1440
Tomm34,1494,346,506,639,1147,435
Ywhab,5518,3137,3246,2745,6464,4965
Ksr1,0,0,24,0,0,0
Anxa6,3495,627,1487,422,960,417
Il12rb2,321,0,197,0,98,0
Zkscan6,550,0,209,0,313,0
Kpna2,1327,339,992,412,1626,165
Smurf2,562,120,9,482,64,105
Cep95,348,14,0,14,0,0
Vezf1,879,9,0,82,4,89
Cuedc1,194,0,15,140,14,4
Srsf1,1925,332,306,189,360,305
Abi3,86,49,66,0,7,7
Kif3a,966,140,155,0,349,216
45177,342,326,241,0,381,219
Mtmr4,0,360,0,0,886,711
Mrm1,0,0,0,0,82,52
Mapt,20,0,264,0,0,6
Kansl1,481,0,0,6,151,36
Gid4,123,248,125,104,130,522
Myo1b,0,0,0,0,0,0
Dhx40,227,104,0,0,121,0
Ypel2,0,0,0,0,50,30
Akap1,642,225,710,0,140,175
Nol11,608,154,223,0,268,0
Derl2,1096,218,422,214,824,272
C1qbp,2675,904,805,595,1685,887
Rpain,179,138,84,109,305,55
Slc13a3,17,0,0,0,19,0
Kcnab3,0,0,0,0,0,0
Chd3,6,36,612,5,74,193
Kdm6b,0,0,65,0,0,0
Appbp2,832,304,623,391,811,633
Adora2b,430,0,0,0,94,0
Ncor1,485,138,29,56,220,67
Trpv2,6108,141,61,0,423,136
Cenpv,4,6,41,0,50,31
Pcgf2,70,157,140,157,75,187
Cwc25,314,39,115,0,147,8
Pip4k2b,12,102,70,0,70,78
Trim37,43,43,907,641,814,530
Ctdnep1,231,328,320,526,655,724
Elp5,1643,219,547,150,545,402
Slc2a4,0,0,0,0,0,0
Gabarap,5435,1719,1688,1731,2186,941
Phf23,811,250,122,27,351,156
Acadvl,1232,168,0,0,257,1
Dnah11,0,0,8,0,17,0
G3bp1,8980,10420,11756,9598,19197,18439
Atox1,2540,497,845,228,1010,257
Mief2,304,0,0,0,199,18
Dusp14,0,105,108,131,0,68
Tada2a,141,124,0,0,242,74
Ikzf1,54,0,0,0,42,64
Pnpo,843,131,185,0,188,122
Cog1,496,164,0,0,229,1
Cbx1,7,91,15,1,88,52
Cdk5rap3,1298,574,0,137,659,382
Copz2,129,0,0,0,42,0
Slc25a39,14571,7878,8721,8736,11746,11561
Sp2,215,0,193,0,132,0
Aatf,227,109,194,0,94,20
Lhx1,0,0,0,0,0,0
Dync1h1,1031,46,1431,431,396,203
Pex12,309,0,0,0,113,108
Ndel1,2293,145,750,0,243,166
Slc25a35,0,0,0,0,0,0
Zbtb4,97,0,140,0,89,68
Mpdu1,1420,265,120,82,335,267
Fxr2,318,245,205,64,264,108
Atp5g3,6575,3956,4694,4405,7194,4961
Cd68,41957,6971,10692,1764,8782,1549
Acsl1,7766,508,1621,1248,1077,924
Abca5,0,0,0,0,188,0
Smyd4,0,14,0,0,15,11
Lsp1,4917,323,415,356,681,93
Zfyve27,1116,31,0,335,318,32
Avpi1,365,308,323,261,175,120
Rad51d,469,89,201,106,228,44
Unc45b,0,0,0,0,0,0
Pank3,56,589,300,1071,1297,974
Rars,7993,265,1326,619,1185,508
Wwc1,0,0,4,0,0,19
Mrpl58,145,8,148,0,289,139
Fdxr,644,155,0,0,87,45
Sult4a1,657,119,145,403,483,137
Mrpl45,3055,616,757,764,584,664
Irf1,870,0,0,0,52,0
