Geneid,control Evs_1,control Evs_2,control Evs_3,LPS Evs_1,LPS Evs_2,LPS Evs_3,IL-10 Evs_1,IL-10 Evs_2,IL-10 Evs_3,TGFB Evs_1,TGFB Evs_2,TGFB Evs_3
Mrps21,1986,1324,1434,1240,493,1597,964,749,1742,1056,1381,1077
Taf4b,225,0,361,2,153,81,63,0,0,0,16,13
Kcnn4,263,0,0,34,89,70,147,43,0,233,213,58
Rhob,404,7,6,32,14,10,33,12,160,4,154,0
Zfp747,0,13,14,6,74,90,7,0,0,0,47,0
Mdm4,16,482,652,76,324,324,1110,783,310,341,775,1175
Cklf,53,41,64,162,177,143,81,29,84,48,101,42
Slfn5,0,1,2,51,83,198,0,0,2,0,0,0
Dnajc8,2686,197,828,418,214,615,178,175,1342,320,932,196
Spcs3,2744,501,915,521,164,352,676,533,443,641,1452,1496
Slc30a7,1430,13,239,248,125,236,420,256,306,14,627,157
2900041M22Rik,0,0,47,48,13,30,4,55,0,0,0,11
Cadps,0,0,0,52,208,176,0,16,0,1,0,0
A930005H10Rik,79,0,39,83,162,70,0,14,0,31,19,6
Atpif1,2294,684,962,823,409,975,514,341,1030,219,570,437
Tmem120b,0,0,0,12,7,14,0,0,0,0,0,0
Aes,1314,447,894,720,223,619,267,446,270,120,660,806
Vapb,749,154,648,63,141,483,592,239,534,301,870,645
Lclat1,0,0,0,16,31,11,0,0,0,0,0,0
Tmem62,292,176,0,2,56,51,0,0,0,0,0,0
Dedd2,0,4,3,226,67,208,116,127,41,258,129,114
Parp4,0,0,0,54,107,169,0,0,0,0,25,3
Trim65,0,0,211,16,45,18,51,19,0,0,0,32
Zfp867,0,0,0,1,10,6,17,0,320,0,90,26
Sh3bp2,1003,252,4,186,65,258,60,51,765,4,384,307
Ugt1a6a,34,0,0,48,125,33,0,0,0,0,4,0
Pla2r1,0,0,0,48,133,98,0,0,0,0,0,0
Pabpc1l,0,23,1,7,27,17,0,0,38,0,0,0
Oscar,0,0,0,0,2,5,0,0,11,0,0,0
9130230L23Rik,0,0,107,121,152,121,5,1,0,0,0,0
Cggbp1,761,245,36,186,135,411,171,508,633,62,399,420
Kdm2a,1041,161,11,307,743,669,140,223,1,44,313,181
Mgmt,319,184,290,89,135,187,34,105,541,0,119,16
Mettl7a1,502,7,173,24,42,22,30,4,0,217,37,92
Slc8a1,0,15,1,38,69,148,14,1,96,0,142,106
Zfp869,295,0,0,0,50,150,176,144,0,0,159,0
Tmem119,0,0,0,22,19,159,102,0,336,263,121,494
1600014C10Rik,1428,42,225,51,24,163,35,227,575,21,224,182
Emcn,0,0,0,4,124,129,0,0,0,0,0,0
Adam10,1384,158,0,35,108,538,181,138,407,24,252,457
Ap1s3,0,4,1,20,44,21,52,1,43,1,7,8
Ankrd24,66,29,0,82,118,101,6,27,55,0,7,9
Zscan22,645,20,3,16,9,67,41,0,0,0,8,105
Zfp771,114,64,57,65,41,75,33,0,27,37,46,0
Hmgb2,1203,252,228,368,207,359,173,269,1287,27,515,166
Lrrc8c,417,0,0,35,115,31,21,0,0,0,73,43
Vmac,568,64,0,46,2,33,77,148,229,0,23,37
Phactr1,0,7,0,61,200,177,1,0,0,0,0,0
Msra,0,0,0,23,70,68,5,0,0,11,31,0
Zfp182,0,0,0,12,33,30,15,0,0,0,138,0
Fsd1l,0,0,5,25,213,170,0,0,1,0,0,0
Set,3959,1234,1437,2828,1214,2535,1671,993,1057,990,2412,1904
Kctd18,0,0,231,104,108,143,134,132,1,5,196,2
Klhl18,0,0,59,4,55,76,12,0,198,0,1,0
Actn4,10249,561,1842,477,560,1258,488,672,1643,254,1438,251
Usp46,1002,234,13,262,155,165,499,240,800,1225,665,785
Nsd3,106,46,336,69,282,209,262,399,170,151,414,202
Elp6,675,93,164,7,79,98,4,0,0,0,18,1
Atrnl1,251,0,466,25,61,20,151,100,89,0,0,31
Rnd1,0,0,21,122,228,221,18,0,0,0,76,0
Tmem158,129,57,134,88,9,108,3,7,20,0,27,86
Pcnx3,1167,0,0,40,193,102,192,32,78,0,1,0
Txk,0,0,35,28,109,162,3,0,308,0,0,283
Zfp667,0,0,0,20,21,40,17,4,1,0,87,125
Atp5s,175,0,0,34,31,12,41,0,0,182,134,63
Klhl5,226,93,192,206,120,266,19,77,462,0,110,145
Afp,2294,606,806,1635,567,1225,963,634,1446,292,965,566
Zfp174,0,0,0,4,11,2,0,0,0,0,0,0
Miga1,1,858,271,17,174,218,271,250,734,320,357,152
Gm9958,0,0,115,32,52,59,0,0,0,0,0,32
Lmntd1,6,0,0,10,104,115,12,0,0,0,0,0
Zfp647,0,0,0,1,49,157,0,0,0,0,0,0
Agap1,94,127,264,115,462,389,181,203,32,1035,1465,1754
Cntn1,0,0,0,126,312,143,0,0,0,0,0,0
Ep300,122,6,0,144,216,738,67,0,21,0,17,113
Pdlim1,0,0,0,40,120,83,0,0,0,0,0,0
Nfic,324,320,701,225,108,371,518,403,496,169,840,681
Ddx17,223,0,551,60,65,307,105,92,0,70,150,242
Smyd3,185,597,205,226,247,368,139,114,146,110,400,200
Rab39,0,0,0,22,7,9,0,154,0,0,0,0
Gm8430,77,77,116,66,28,72,102,141,112,106,133,165
Arntl,0,0,0,231,180,121,0,0,0,0,70,90
Cgrrf1,413,701,657,223,60,196,691,291,323,592,696,580
Sugct,0,0,0,0,15,19,0,0,0,0,0,0
Klf2,151,25,0,7,28,0,6,0,72,4,7,29
Zfp78,0,0,0,9,91,99,0,0,0,0,0,0
C1ra,0,15,56,0,32,23,0,0,0,0,0,4
Fam72a,0,0,33,65,45,84,30,57,0,0,96,8
Sertad3,0,0,0,0,5,24,0,0,96,0,28,0
Zfp811,0,0,0,48,120,107,0,0,0,0,0,0
Ankrd17,399,124,509,351,794,1068,283,100,25,57,114,332
Foxd2,0,0,0,0,0,0,0,0,0,0,0,19
Pld5,0,0,107,6,162,177,0,0,0,0,0,0
Kcmf1,217,760,764,923,433,1046,1308,1582,764,49,618,1383
Zfp101,0,0,0,18,65,62,0,0,0,0,0,0
Ntrk2,1,0,0,83,208,160,0,0,0,0,0,0
Tmem245,26,351,245,340,348,372,394,276,259,128,258,197
Adh7,0,0,0,12,73,22,0,0,0,0,0,0
Mrfap1,4783,1194,1393,1394,582,1247,1731,1517,2196,1192,2920,2002
Zfp93,0,0,0,0,18,19,0,0,1,0,0,0
Sec23ip,1,500,474,1,142,359,211,4,733,362,530,14
Tns1,566,306,64,88,295,300,86,0,67,0,798,912
Fat2,0,11,0,38,115,109,0,0,0,0,0,0
Snupn,0,0,0,77,84,114,34,0,176,199,150,56
Stam2,2791,528,622,225,380,810,169,83,1622,0,715,119
Fbxo6,496,0,318,46,87,188,34,180,0,0,190,57
Map6,1217,354,711,144,204,429,569,650,0,440,424,383
H2-Q5,335,0,101,7,17,79,0,0,58,0,47,0
Atp10b,0,0,0,24,129,80,6,24,0,0,0,0
Nap1l5,0,0,182,0,0,25,26,0,0,0,79,40
Maf,0,1,8,2,133,87,0,0,9,0,0,1
Srsf11,2682,313,472,442,286,488,268,339,502,5,523,87
Cd47,2281,238,379,81,269,456,154,113,867,0,561,81
Gm7353,49,0,0,1,1,8,0,0,5,0,0,0
Alk,0,0,0,61,196,117,0,0,0,0,0,0
Zfp458,56,4,0,0,40,59,43,0,39,0,0,0
Soga1,240,251,0,54,228,315,1,0,104,135,147,207
Pprc1,1783,277,76,252,112,241,318,77,705,1113,457,950
Epm2a,0,0,0,29,63,97,0,0,0,0,0,0
Cpsf6,986,299,474,130,205,114,261,34,609,193,374,290
Lair1,185,1,0,85,26,136,36,0,0,0,92,74
Kxd1,1469,373,963,362,293,744,457,423,141,180,463,292
Spink5,0,7,18,68,51,114,0,33,0,0,58,0
Unc80,0,0,0,67,181,158,0,0,11,0,0,0
Cdca7,503,1209,1831,457,153,435,1589,1734,1461,798,1651,2001
Hmcn2,0,168,0,179,296,293,2,224,712,0,89,29
Zfp580,109,65,37,19,8,9,12,9,215,0,0,0
Klhl25,0,0,0,50,21,206,183,237,0,455,1256,731
Mettl4,65,3,0,212,46,86,88,34,55,0,41,340
Zzef1,0,187,24,69,243,269,7,10,0,0,158,47
Kbtbd11,0,208,163,79,24,7,125,157,0,148,231,91
Cope,5331,702,838,1121,416,1465,435,353,2421,433,1139,379
Tmem191c,0,0,0,4,17,15,41,104,0,0,0,69
Klhl26,0,9,0,0,45,14,7,223,40,66,333,10
Slain1,0,5,0,7,61,27,0,0,0,0,2,0
Ubl7,536,74,295,78,101,238,1,57,397,4,26,6
Rras2,138,0,0,96,34,63,3,0,0,0,59,72
Paqr3,0,0,0,92,94,47,0,75,0,0,0,0
Ghr,0,0,1,30,269,152,0,0,0,0,0,0
Gemin6,78,123,144,263,149,377,109,164,0,139,172,130
Eef1d,2397,365,599,695,429,1008,334,346,1202,249,995,394
Myh8,0,0,0,36,135,88,0,0,0,0,0,0
Abcd2,0,718,235,162,58,128,36,1,0,279,4,109
Fmnl1,1258,196,286,203,109,308,174,5,513,127,237,191
Mta3,1499,117,322,208,156,253,70,0,618,0,142,65
Zfp1,465,0,0,117,166,261,0,0,230,0,2,9
Elob,2055,905,1348,1044,553,1215,764,830,1783,900,1088,865
Rnf181,1275,517,797,317,278,646,381,301,639,354,796,590
Izumo4,0,0,4,11,5,8,0,0,0,0,0,5
Fam19a3,0,0,0,10,39,24,0,0,0,0,1,0
Per2,637,1,0,57,94,87,0,42,1,0,0,0
Fancm,0,0,4,154,166,63,86,0,9,0,0,149
Ppp4r1l-ps,22,256,15,179,249,204,64,41,50,0,87,129
Tmem69,0,0,0,37,12,52,82,63,1,0,37,9
Zfp277,286,0,365,125,234,153,55,63,0,1,149,82
Aasdh,534,0,345,41,117,58,31,0,0,0,128,168
Fto,2160,130,84,414,334,406,240,269,1,176,315,244
Oosp3,0,0,0,30,109,127,0,0,0,0,0,0
Emc7,2045,675,926,459,362,596,633,486,877,254,1357,645
2810407A14Rik,0,0,0,61,86,106,0,0,0,0,0,0
Fut2,0,0,0,84,146,119,0,0,0,0,0,0
Zkscan5,0,301,0,23,96,52,176,290,0,130,156,234
Nod2,0,1,0,28,115,36,0,0,495,0,62,0
9330182L06Rik,0,0,0,64,108,77,0,245,0,0,65,0
A430033K04Rik,0,0,0,1,92,58,35,0,0,0,18,20
Zfp709,0,0,0,64,130,118,0,0,0,0,0,0
Cyp3a11,0,0,0,25,85,126,0,0,0,0,0,0
Mia3,953,0,0,93,163,90,2,50,310,140,436,0
S100a8,14,21,63,34,9,24,30,0,0,0,61,7
Sag,0,21,14,44,144,207,16,13,23,10,10,69
Otulinl,2308,400,316,283,99,805,333,191,1559,13,705,373
Eif3b,15140,2242,4596,1674,1122,1674,1505,1092,3909,1952,3770,1548
St3gal5,2158,982,946,299,264,631,803,554,1659,115,1151,927
H2-T22,1247,1532,1787,1698,675,1887,1076,556,1560,722,1125,1312
Fez2,718,243,329,129,142,219,109,126,0,404,276,29
B4galt6,1,34,181,57,152,134,201,42,9,0,103,85
Ticam2,146,0,0,1,65,195,36,0,154,0,14,79
Pgm3,354,134,18,15,53,58,41,0,262,0,0,0
Socs6,896,0,356,116,114,301,180,0,417,270,1023,329
Cndp1,282,0,0,36,43,36,0,0,0,0,0,0
Cnot10,754,86,284,94,289,275,1,1,0,385,534,414
Snx32,433,47,0,73,44,82,15,0,331,0,55,5
Cfl1,11965,1378,2875,1711,805,2504,627,645,4109,687,2669,434
Pgpep1,739,286,382,238,191,333,133,90,615,10,492,39
Npm3,10,18,0,8,21,29,3,48,45,44,50,37
R3hdm1,992,482,415,299,706,624,436,286,779,3,436,285
Pard6g,0,0,0,73,44,69,0,0,0,51,0,0
Lrguk,26,15,0,31,56,107,0,0,0,0,112,0
Cebpg,765,1583,953,897,341,798,1807,1309,761,1455,2534,2989
Pla2g4a,2095,248,1,281,205,466,113,0,829,249,380,210
Cars2,529,0,139,40,155,258,34,0,0,0,128,89
Ncoa4,3988,746,770,423,372,914,369,527,608,106,699,84
Kcnq3,0,0,0,38,182,103,0,0,0,0,0,0
Lrif1,246,2,0,131,102,85,9,0,0,0,44,0
Cep70,635,0,0,138,98,161,76,106,2,0,9,83
Dennd1b,826,18,28,250,447,453,261,68,654,295,342,197
Ms4a4b,0,0,0,57,203,151,0,0,0,0,0,0
Usp39,1709,284,195,297,191,269,239,29,306,14,690,144
Tyw1,696,169,281,64,205,333,381,0,263,30,532,199
Tcim,0,23,73,10,18,93,11,0,194,0,5,47
Usp34,379,181,87,122,263,370,210,159,13,479,689,709
Fabp3-ps1,7,0,35,32,30,29,0,1,0,1,0,0
Actr3b,6,237,167,5,38,46,225,238,396,354,505,852
AI987944,636,60,0,78,83,102,53,0,358,0,172,51
Lig1,277,75,0,108,123,90,101,213,0,38,108,7
Gm12396,16,1,0,0,1,9,0,2,1,0,0,1
Adap1,142,1154,1454,1006,324,815,2423,588,1291,1435,2188,2237
Tgoln1,6996,1216,3170,716,526,1395,1621,605,2726,728,2044,1316
Hoxaas2,0,0,0,19,78,128,0,0,0,0,0,1
Mok,217,1,155,59,38,23,0,24,209,71,120,0
Zbtb25,81,49,1,29,103,54,18,2,0,0,44,42
Med12l,0,0,0,39,112,153,15,0,2,0,0,0
Foxk1,1,40,179,50,34,79,348,75,23,189,209,196
Tmem154,2905,6,61,150,201,282,304,329,3,10,611,170
Cebpb,67,11,28,175,125,180,6,18,25,0,29,78
Rab31,3795,603,1582,325,457,1329,677,746,1287,508,2058,1521
Ptafr,8,0,2,24,53,30,0,0,10,0,123,0
Ccdc18,0,12,114,26,103,49,15,0,1,0,46,36
Pign,323,0,4,119,142,140,216,77,212,0,146,171
Rlim,3253,1036,815,476,289,865,1413,737,2,820,2294,1557
Tug1,448,0,23,99,72,157,8,51,156,95,23,122
Zfp658,0,23,0,1,59,159,4,0,0,0,0,76
Drc3,170,3,1,4,41,55,0,0,6,0,0,0
Fry,214,2,1,169,576,539,0,20,11,0,10,146
Chd9,58,111,112,51,397,254,33,22,11,0,12,16
Ppp1r14b,706,2059,3286,3367,1517,2922,2703,2520,1621,2360,2728,6570
Fkbp2,1575,338,545,583,204,436,316,167,1091,73,388,174
Them6,85,13,95,9,6,31,15,24,0,0,6,17
Retsat,2502,0,700,43,33,188,42,100,22,389,575,128
Prelid2,390,8,176,44,63,163,91,77,332,161,109,91
D17Wsu92e,992,494,771,598,444,637,984,507,849,365,2214,1644
Elmod3,968,0,1,16,57,64,38,161,0,233,0,0
Ier5,1933,300,406,143,218,202,268,695,559,47,693,235
Nbeal2,4,266,0,22,50,92,0,21,879,0,225,179
Capg,34357,4662,5918,5266,2682,7337,2429,2142,10980,2551,8590,1579
Nfil3,722,232,128,160,76,200,104,260,608,0,349,71
Dnah9,0,0,0,36,106,172,0,0,0,0,0,0
C330011M18Rik,0,0,0,12,76,103,3,0,0,0,25,1
Hmga2,0,0,17,21,100,73,0,27,102,0,108,30
Cspp1,0,0,0,108,315,242,18,0,0,0,2,8
Setd3,1895,615,208,300,210,427,335,314,556,140,906,225
Tsnax,3312,1385,874,892,497,766,1802,1220,1888,816,2667,1619
Ttc26,0,0,0,51,238,248,0,0,0,0,0,14
Pcbp2,244,295,251,335,210,308,281,235,283,403,345,344
Glipr1,1851,223,428,729,436,575,355,516,268,193,493,230
Immp2l,120,21,0,62,22,41,5,0,121,156,32,20
Sipa1,1956,516,0,76,110,316,79,228,0,127,356,115
Cep162,519,0,4,39,261,148,0,393,965,0,278,16
Acbd4,0,33,0,49,19,25,0,235,229,0,12,14
Commd7,542,328,111,189,178,351,175,340,401,291,584,335
Tatdn2,0,1,0,5,27,65,66,32,0,0,111,82
Jmjd6,409,116,13,158,125,412,91,64,233,525,146,168
Fam71d,0,0,0,36,48,2,0,0,0,0,0,0
Ide,1768,425,1325,41,215,473,191,122,1080,0,592,80
Gm7536,115,183,267,72,63,137,275,200,265,213,307,356
Inca1,117,0,0,0,14,29,0,0,0,0,0,0
Skap1,0,0,0,65,212,142,0,0,14,0,0,0
Ero1lb,772,191,407,8,62,65,14,21,262,0,49,120
Zfp607b,0,15,0,1,30,77,0,0,0,0,0,0
Ebf1,0,0,0,6,71,85,0,0,0,0,0,0
Zfp180,1024,638,154,84,203,372,404,212,665,1173,1256,1574
Nat8f1,0,0,0,5,4,10,74,0,0,0,91,0
Cntrl,256,394,402,261,234,380,247,733,117,0,748,168
Npm1,6127,2529,3596,2640,1100,2767,2661,2577,4365,2244,4218,4065
Txnl4a,1073,426,280,345,230,314,457,299,457,228,412,503
Rpgrip1,60,0,0,140,204,247,33,5,0,0,24,0
Chd6,0,124,135,218,723,1112,102,114,285,88,315,310
Ado,133,199,286,193,147,204,374,203,253,2,387,269
Scimp,1231,135,308,38,59,144,38,0,0,101,158,1
Tmem140,0,0,6,32,9,24,5,2,37,0,10,0
Trim12c,0,72,236,517,418,598,213,182,356,0,16,168
Dph6,1037,139,244,182,203,352,4,223,106,0,149,50
Homez,0,4,0,3,28,96,0,0,0,395,0,0
Ccdc189,0,0,0,1,1,1,39,0,0,0,0,0
Gsk3a,123,19,0,22,34,25,7,15,8,1,50,43
5730455P16Rik,301,3,12,40,75,150,132,296,718,522,290,281
Scn3a,0,0,0,23,205,83,0,0,0,0,0,0
AB124611,895,176,116,24,89,74,67,200,0,0,206,312
Slc44a2,1430,494,458,116,304,511,32,0,513,0,1533,26
Armc7,0,85,0,6,7,9,27,0,0,0,90,0
Dmac2,435,56,115,103,64,15,44,11,187,156,28,99
Aak1,653,120,57,21,135,208,319,35,35,12,92,355
Mettl15,2,0,0,12,68,19,0,0,0,0,0,0
Rbbp4,2556,261,630,312,357,893,166,287,885,26,848,208
Olfr1501,179,0,0,17,30,25,0,0,0,0,0,0
Snrpg,747,551,754,521,204,492,631,423,699,326,573,639
Arhgap24,473,243,79,148,99,195,43,29,436,273,272,141
Rpl38,2775,1826,2408,1872,597,1815,1670,1345,2613,1443,1982,1781
Bcl2,0,20,8,51,205,352,48,7,0,59,101,53
Cep170,914,74,19,24,162,282,17,0,15,0,197,1
Chst3,0,0,1,6,26,8,0,12,0,0,18,52
Sphk2,1152,144,227,126,75,258,107,176,282,0,152,56
Apol9a,177,0,0,327,263,344,10,0,15,0,0,0
Gm17494,780,5822,5905,4580,1581,3988,7624,6957,7431,3932,3818,5188
Uxs1,812,137,313,18,140,270,327,119,0,50,244,230
Birc2,1358,0,168,36,90,108,59,79,0,135,68,0
Yipf1,742,164,631,194,290,301,71,94,467,0,351,39
Ryr3,0,0,8,274,414,403,0,0,0,0,0,1
Mrpl18,314,805,1317,762,355,873,1142,756,1056,322,1229,656
Zfp759,374,0,0,1,19,5,0,0,0,0,0,0
Nsd2,484,149,179,126,298,232,155,341,686,545,819,241
Zfp53,171,17,0,0,73,72,20,0,0,0,73,0
Fam173a,256,201,179,71,46,125,289,68,259,0,315,351
Las1l,1289,438,144,267,220,344,117,114,702,320,535,125
Mpp7,0,0,0,34,267,178,198,0,0,0,35,14
E2f6,2701,7317,7120,1316,616,1466,11360,8297,7343,5662,8664,8723
Fam136a,428,411,592,639,269,740,690,840,1311,711,828,559
Bloc1s2,1407,40,282,399,152,201,148,157,352,101,292,69
Spop,4062,5237,4140,2045,610,2170,7755,5205,4733,7330,13500,10781
Ece1,1386,0,111,445,166,185,0,0,46,125,467,0
Dtnbp1,2362,880,931,443,482,1089,578,832,1287,588,1117,933
Pus7,970,51,444,244,185,314,155,57,73,32,280,215
Zfp317,0,0,0,0,107,120,99,0,671,0,30,0
Lgals8,345,73,406,165,103,260,159,89,547,0,88,0
Eif1a,1734,499,1379,498,288,467,355,304,1014,389,1286,274
Zbtb8os,454,36,153,111,79,160,89,13,186,159,268,36
Arl16,136,83,0,54,23,201,68,31,97,0,66,43
Prdm2,0,43,154,75,38,132,63,0,0,5,80,47
Brd9,293,174,16,54,90,166,138,287,33,495,483,605
Rps18-ps3,28,10,12,15,8,14,22,19,25,22,34,31
Gapdh,63595,12829,18357,11246,6567,16487,6283,5723,24551,6186,15405,7074
Bloc1s3,559,74,56,29,28,98,26,34,0,56,82,77
Pkn1,1163,150,377,92,167,104,84,3,29,259,240,77
Zfp746,0,0,97,65,77,328,20,7,289,0,11,38
Lepr,0,1,1,54,190,88,13,2,30,0,2,0
Prtn3,0,0,0,2,0,3,0,3,0,0,0,0
Sptan1,6889,341,32,328,397,736,198,61,68,0,221,374
Gm6169,9,15,13,2,67,84,13,3,4,6,6,4
Cyb5d2,644,1,54,27,164,303,0,0,64,0,68,1
Ddx49,794,64,0,150,92,166,20,139,778,0,170,33
Bak1,2,22,27,1,1,44,21,0,23,34,21,6
Zfp119a,0,12,72,36,99,85,25,1,165,0,0,0
Rpl32,8816,5456,6908,5046,1666,4952,6127,5410,8207,4663,7076,6512
Zfp595,0,0,0,6,19,0,0,0,0,0,0,0
Fam204a,207,3,0,96,185,67,36,0,366,0,100,94
Rpl36,5830,4523,6604,3914,1472,4179,6128,5880,6673,6299,6868,7317
Zfp329,0,104,0,52,143,104,28,113,0,0,154,143
Camk2b,0,0,0,93,81,19,52,6,0,0,228,32
Cacnb2,2,10,1,36,162,212,1,0,9,2,0,0
Unc13d,28,134,102,140,81,84,169,190,159,76,95,168
Itpk1,308,194,22,158,59,75,154,0,320,0,71,165
Sema3b,0,0,0,8,27,19,0,0,0,0,0,0
Zfp809,77,57,0,26,62,4,0,0,0,19,190,58
Mdn1,0,1,0,347,496,610,126,6,1079,25,164,70
45180,479,783,695,594,256,374,944,315,589,472,1095,521
4933430I17Rik,171,244,179,328,142,265,49,106,222,32,223,56
Palld,0,0,0,107,272,224,0,0,5,0,0,0
Gm10036,53,27,39,5,6,22,20,23,25,72,43,26
Sdhc,4996,769,2054,762,263,1025,724,450,2787,865,1218,543
Zfp729b,208,21,0,0,23,66,0,0,0,0,4,0
Nfam1,441,185,315,49,186,402,32,0,876,24,519,185
1700084J12Rik,0,0,0,47,156,182,0,0,0,0,0,0
Tpm3-rs7,81,7,3,84,94,40,3,15,1,9,5,14
Gstm1,65971,5446,9639,10762,6618,13815,1815,2241,18347,1242,11951,847
Sez6l,0,0,0,17,34,56,0,0,0,0,0,0
Gm5431,0,0,0,0,19,2,0,226,0,318,174,0
Smco4,0,0,5,0,10,41,3,0,0,0,4,0
Mmel1,0,0,0,0,37,34,0,0,0,0,0,0
Zfp846,0,4,15,17,46,62,19,10,0,8,5,12
Arhgap35,0,0,0,31,111,183,144,0,40,0,68,121
Usf2,101,697,443,149,117,169,741,436,462,767,835,987
Cryzl1,2125,40,0,106,116,269,65,88,213,0,485,120
Tspan7,0,0,0,4,8,14,0,0,36,0,0,0
Idi1,107,9,122,16,27,36,26,0,0,0,249,51
Mrps14,1503,458,628,499,251,574,381,424,912,348,550,476
Espl1,1837,187,655,238,303,426,798,497,0,51,453,428
Zfp68,1106,25,22,87,182,393,202,262,232,0,209,214
Mcm9,454,1,16,89,100,181,69,0,0,84,487,214
Upf1,296,0,383,6,68,182,47,29,204,0,353,102
Ube2e2,47,102,4,200,135,87,50,0,152,0,139,32
Phf21a,622,254,0,41,130,239,180,11,56,17,94,22
Dock1,4,23,109,54,226,184,33,1,0,0,62,11
Zfp85,0,0,0,0,8,0,0,0,0,0,0,0
Smim4,308,195,137,212,156,375,88,77,636,125,234,116
Abce1,927,725,2127,616,336,545,747,270,3259,80,1845,1113
Hist1h2bg,9,0,2,38,5,18,0,3,3,0,32,0
Phtf1,403,407,762,269,238,396,466,613,523,276,1166,242
Rrp1b,1412,435,527,161,219,448,270,57,274,0,397,205
Zfp420,0,0,0,0,19,0,0,2,0,0,0,3
Txndc9,940,334,878,507,437,452,397,283,1261,0,743,454
Cxcl2,79,0,0,180,78,140,8,0,22,0,16,0
Nrf1,0,224,393,53,259,341,7,184,38,31,364,0
Rpl10-ps3,121,49,40,17,29,34,26,22,66,39,42,39
Map2k5,662,325,377,257,143,80,390,221,327,275,276,323
Znrf2,1016,1970,2580,488,218,274,3666,1637,1223,3192,5680,5023
Dhcr7,1538,135,121,134,71,134,48,0,0,0,334,48
Wdr91,6144,340,264,308,294,559,294,99,1594,1,1037,104
Fam133b,265,23,30,36,120,164,29,3,83,0,14,20
AW822073,0,0,0,72,141,176,0,0,0,0,0,0
Gm15590,454,648,843,431,167,389,919,736,896,1901,1977,1762
Rpl23a,645,188,254,253,93,288,232,148,433,211,328,178
Rpl5,4046,1839,2574,1493,965,2116,1641,1902,2676,1412,2535,2462
Tmed9,1512,320,625,534,589,1081,235,166,894,14,296,306
Serhl,466,31,0,86,102,137,3,0,108,41,34,12
Tmod3,3165,455,182,406,298,552,589,454,689,478,966,606
Anks1b,0,0,0,87,177,157,0,0,6,0,0,0
Fbh1,3138,198,865,698,316,617,46,114,698,0,379,583
Rpl30,1712,2440,2622,1836,838,1826,3166,2296,3192,2532,3329,3827
Rpl28-ps1,44,16,29,19,21,60,27,35,36,19,31,17
Adra2b,0,0,0,77,98,170,0,0,0,0,0,0
Zfp110,400,445,0,1,92,133,113,267,446,0,217,197
Eif4b,5986,7287,8394,3047,1110,3668,9833,6752,6488,8895,19492,15151
Tubb2a,2392,333,463,32,87,200,179,110,497,54,560,1
Ccser2,0,326,100,14,99,201,295,0,1123,18,176,53
Memo1,677,651,352,264,220,517,971,506,758,320,765,566
0610030E20Rik,690,329,268,44,79,135,565,176,264,548,880,1010
Egln2,863,246,553,135,203,471,631,279,945,346,914,684
Fcer1g,23781,4135,7874,3308,1581,5365,1300,1816,8398,1283,5167,1367
Lin9,397,101,254,35,151,156,0,123,331,0,83,0
Prr19,441,0,0,11,25,33,0,49,322,0,23,0
Zfp958,206,0,168,13,19,48,37,0,9,0,125,141
Osm,136,90,0,49,28,131,157,326,266,81,190,251
Thra,0,15,8,59,126,147,52,0,0,221,1,75
Rnf169,0,67,38,106,129,232,91,2,92,0,136,24
Hist1h1b,0,11,0,51,7,44,4,1,0,0,13,4
Cds2,3360,6228,6130,1302,622,1313,9934,7459,3915,10927,16921,12577
Nap1l1,2074,801,514,518,354,1057,795,1100,2067,438,1308,927
Hspd1-ps3,91,2,27,6,14,18,19,8,50,29,39,18
Pirb,453,380,257,22,221,131,68,0,389,0,77,114
Rex1bd,664,201,383,454,205,473,405,244,827,355,312,493
Abi1,1216,8,171,107,116,249,108,27,685,0,649,88
Rps27a-ps2,11,5,14,12,2,8,33,10,20,34,15,14
Zfp516,776,736,173,28,41,13,248,50,1,6,371,599
Deaf1,1092,180,252,8,78,123,140,152,63,42,564,413
Col25a1,0,1,0,57,290,293,0,0,0,0,0,0
Rsl1,0,0,0,54,11,8,0,0,0,0,6,0
Gm10052,38,28,25,3,2,4,10,6,29,5,26,30
Gm10053,27,6,3,27,26,30,6,1,7,2,7,2
Igf1os,22,4,0,54,108,54,14,0,0,0,0,0
Hdhd5,328,0,0,45,44,113,28,131,0,0,72,130
Olfr1406,0,0,0,7,197,118,0,0,0,0,0,0
Vwa8,619,282,824,77,176,335,25,54,73,20,214,37
Hnrnpa3,2895,688,730,1062,628,881,924,681,1622,213,815,412
Sh2d3c,4901,709,734,145,200,119,50,33,958,128,349,160
Kcp,0,53,0,82,190,195,10,0,212,0,29,4
Rpl18a-ps1,3,4,4,67,66,87,7,2,5,3,2,2
Eno1b,45,4,4,17,50,38,4,6,20,1,23,0
Rad51b,0,0,0,0,46,63,5,0,0,135,0,11
Rpl18,7577,7078,8057,5274,1923,4937,8213,7803,8506,6655,9136,8931
Fcgr4,859,169,816,186,169,329,109,0,168,109,289,120
Ifitm6,477,132,96,70,111,200,104,87,118,0,204,46
Nap1l4,2338,119,1226,565,323,413,488,506,1686,99,591,423
Zfp945,0,0,41,37,148,59,0,0,52,0,76,0
Ntrk3,0,0,1,46,224,189,0,0,0,0,1,0
Mfsd4a,0,123,92,38,118,127,357,172,0,398,1057,1074
