"","Geneid","control.Evs_1","control.Evs_2","control.Evs_3","LPS.Evs_1","LPS.Evs_2","LPS.Evs_3"
"Tbcd","Tbcd",2001,0,0,228,230,716
"Suv39h1","Suv39h1",662,213,46,313,122,108
"Stx11","Stx11",601,59,0,333,80,106
"Tbce","Tbce",0,87,33,106,23,23
"Sec24d","Sec24d",902,19,533,268,230,156
"Isg20","Isg20",0,46,0,315,158,338
"B3galnt2","B3galnt2",0,0,0,55,19,16
"E130309D02Rik","E130309D02Rik",1172,469,469,314,289,403
"Lyplal1","Lyplal1",625,27,470,87,52,119
"Pomt1","Pomt1",438,0,0,4,54,58
"Prrc2b","Prrc2b",236,2338,2848,249,299,971
"Npepl1","Npepl1",1125,499,913,557,271,550
"Megf9","Megf9",0,0,0,23,72,12
"Foxk2","Foxk2",172,1279,1053,157,196,394
"Azi2","Azi2",929,64,452,130,123,170
"Fndc3b","Fndc3b",675,0,106,250,159,243
"Cybc1","Cybc1",442,169,0,9,50,194
"Cdk5rap2","Cdk5rap2",2151,25,497,211,109,61
"Hexdc","Hexdc",0,0,0,13,65,55
"Ndst2","Ndst2",1197,195,310,1,115,124
"Rftn1","Rftn1",2302,458,143,81,140,465
"Rab3gap2","Rab3gap2",5223,871,632,298,231,733
"Rnf122","Rnf122",105,2,0,60,284,217
"Tsga10ip","Tsga10ip",0,0,0,34,23,15
"Ankar","Ankar",0,0,11,12,97,83
"Mettl22","Mettl22",237,246,317,0,40,122
"Smarcal1","Smarcal1",1918,404,0,39,104,256
"Exosc2","Exosc2",149,142,180,438,254,345
"Fut11","Fut11",0,0,0,12,140,49
"Picalm","Picalm",118,84,158,186,217,131
"Sec24c","Sec24c",2258,120,690,66,281,452
"Wdr17","Wdr17",0,0,0,58,105,135
"Hlx","Hlx",249,32,23,41,25,37
"Wdr45","Wdr45",389,84,168,71,96,166
"Dusp10","Dusp10",0,284,0,4,48,111
"Cdh6","Cdh6",0,0,0,61,236,158
"Mreg","Mreg",986,898,683,935,340,951
"Neil3","Neil3",0,113,221,15,103,308
"Heatr5b","Heatr5b",1830,37,729,96,164,154
"Cntnap2","Cntnap2",0,0,0,35,257,130
"Alg1","Alg1",153,162,712,96,136,192
"Tmem135","Tmem135",806,71,442,365,246,260
"Prpf18","Prpf18",723,0,13,117,265,421
"Dcxr","Dcxr",716,569,559,149,122,448
"Morc3","Morc3",2814,16,891,87,148,205
"Ppl","Ppl",0,0,0,24,101,134
"Mtmr12","Mtmr12",0,307,0,21,82,72
"Tcta","Tcta",0,0,191,17,26,9
"Slc9a8","Slc9a8",0,288,255,214,380,471
"Zdhhc2","Zdhhc2",0,34,1,61,52,70
"Ubn1","Ubn1",1,39,2,199,153,256
"Wfs1","Wfs1",470,7,4,67,52,16
"Tnrc18","Tnrc18",65,77,341,57,101,131
"Micu3","Micu3",53,1,0,28,79,62
"Nt5dc1","Nt5dc1",0,0,35,5,55,143
"Asb6","Asb6",973,131,0,261,115,352
"Tspyl4","Tspyl4",266,0,0,29,31,34
"Cdnf","Cdnf",0,0,0,16,83,126
"Dse","Dse",2093,517,0,10,145,190
"Znfx1","Znfx1",1921,1486,2039,1740,651,1425
"Nup133","Nup133",1969,836,1000,524,505,1010
"Uhrf1bp1","Uhrf1bp1",559,273,0,87,81,218
"Ptpa","Ptpa",2780,1156,1203,744,503,703
"Cdsn","Cdsn",0,0,194,207,15,53
"Cep104","Cep104",545,1450,444,193,73,323
"Tusc3","Tusc3",807,102,114,5,39,184
"Zup1","Zup1",0,0,262,29,96,105
"Stau1","Stau1",1458,0,0,109,309,558
"Ubald1","Ubald1",455,259,45,80,123,163
"Nphp4","Nphp4",0,0,0,7,24,16
"Grin3a","Grin3a",0,0,0,26,150,108
"Myo9a","Myo9a",20,0,262,62,149,101
"Fam149b","Fam149b",603,1,12,78,261,191
"Rbms3","Rbms3",68,0,0,43,70,81
"Stub1","Stub1",715,305,549,367,150,435
"Mocos","Mocos",1684,0,352,158,127,378
"Gm7488","Gm7488",12,11,17,9,2,4
"Prex1","Prex1",1929,623,41,82,489,393
"Ap5z1","Ap5z1",1381,298,71,359,185,828
"Hnrnpu","Hnrnpu",10354,770,2883,1540,1299,2149
"Lonrf1","Lonrf1",24,0,108,56,132,116
"Zfp189","Zfp189",0,0,0,80,27,54
"Coro7","Coro7",1736,378,1828,71,154,385
"Mrpl12","Mrpl12",1076,391,379,251,206,452
"Kyat1","Kyat1",0,0,1,27,75,134
"Cpeb3","Cpeb3",155,33,0,51,30,32
"Rxrb","Rxrb",1425,110,185,45,169,583
"Spout1","Spout1",526,369,118,318,187,313
"Icmt","Icmt",0,808,327,347,59,371
"Oxld1","Oxld1",78,0,0,52,19,49
"Zmynd8","Zmynd8",1189,362,260,303,551,913
"Tbc1d13","Tbc1d13",15,22,10,31,83,123
"Mrps6","Mrps6",74,34,0,85,37,108
"Lap3","Lap3",3257,128,137,360,219,816
"Sdk1","Sdk1",0,0,0,47,237,189
"Gm5422","Gm5422",18,0,3,0,76,167
"Zer1","Zer1",22,0,2,34,67,107
"Tspan10","Tspan10",524,0,29,4,15,62
"Ncoa7","Ncoa7",1082,65,0,69,183,197
"Usp53","Usp53",0,4,1,10,202,177
"Nploc4","Nploc4",3367,2121,1279,584,472,1126
"Lmbrd2","Lmbrd2",778,0,31,29,32,67
"Plekhg5","Plekhg5",1000,150,34,17,20,17
"Wdr34","Wdr34",440,386,244,260,119,176
"Dock3","Dock3",514,0,0,43,125,84
"Trp53rka","Trp53rka",642,123,371,195,76,136
"Fnbp1l","Fnbp1l",0,0,19,46,56,70
"Prkrip1","Prkrip1",857,93,363,386,123,476
"Slx4","Slx4",750,0,0,50,104,229
"Alg2","Alg2",1488,0,0,43,55,105
"Bahcc1","Bahcc1",0,0,1,3,45,51
"Htatip2","Htatip2",1684,463,850,353,235,480
"Orai2","Orai2",9,244,635,121,126,65
"Exo1","Exo1",0,22,0,256,168,383
"Fbxl5","Fbxl5",1514,176,1339,108,147,276
"Alkbh4","Alkbh4",0,9,84,113,23,103
"Dnttip2","Dnttip2",3290,90,884,336,252,579
"Thap3","Thap3",123,277,89,203,69,188
"Dnajc11","Dnajc11",1906,437,718,399,263,610
"Ypel5","Ypel5",781,265,615,380,276,403
"Polr2j","Polr2j",701,126,100,167,80,128
"Galnt12","Galnt12",996,818,94,1,93,12
"Cep131","Cep131",0,0,0,11,71,52
"Cpeb2","Cpeb2",0,0,0,50,25,12
"Kmo","Kmo",0,0,249,12,53,7
"Cercam","Cercam",440,0,0,9,112,155
"Zfp597","Zfp597",0,0,0,0,8,1
"Zfand1","Zfand1",0,0,174,35,25,43
"Cplane1","Cplane1",0,5,7,46,220,243
"Ncoa5","Ncoa5",0,135,620,80,246,306
"Gabbr2","Gabbr2",0,0,0,28,125,134
"Zc3h10","Zc3h10",376,186,0,19,55,138
"Tbc1d2","Tbc1d2",0,0,0,57,63,42
"Myl6b","Myl6b",0,0,0,4,52,93
"Trub2","Trub2",364,115,0,98,163,108
"Wdr70","Wdr70",567,239,157,78,178,113
"Zfp335","Zfp335",401,1,229,7,58,66
"Nhsl1","Nhsl1",0,0,0,42,94,107
"Epg5","Epg5",936,59,4,156,209,503
"Zfp800","Zfp800",104,0,0,21,26,129
"Mcph1","Mcph1",244,318,28,19,238,360
"Rapgef1","Rapgef1",250,2151,2393,684,421,691
"Pcif1","Pcif1",1350,367,122,308,269,196
"Endov","Endov",396,0,26,14,81,58
"Rere","Rere",182,471,1743,156,101,195
"Trim14","Trim14",81,146,103,181,32,37
"Slc44a3","Slc44a3",0,0,0,81,123,75
"Neurl2","Neurl2",365,541,489,221,67,258
"Heca","Heca",0,0,188,92,126,184
"Tmem120a","Tmem120a",1113,991,334,886,253,485
"Alg14","Alg14",964,0,0,61,145,84
"Txlnb","Txlnb",0,0,0,0,60,71
"Armh3","Armh3",119,5,0,140,166,157
"Eva1c","Eva1c",0,0,0,7,28,41
"Slc26a11","Slc26a11",474,0,0,83,16,15
"Cited2","Cited2",319,88,308,105,81,419
"Spsb1","Spsb1",0,0,0,12,22,105
"Pak7","Pak7",0,0,60,46,97,78
"Coq10a","Coq10a",144,0,123,82,109,133
"Rhbdd2","Rhbdd2",1596,322,498,94,138,195
"Urb1","Urb1",0,0,0,80,97,214
"Gsap","Gsap",1097,42,908,255,239,587
"Pik3cd","Pik3cd",1931,250,87,100,106,96
"Ptger4","Ptger4",0,136,0,22,15,231
"Plcb4","Plcb4",0,0,23,19,100,86
"Dag1","Dag1",1797,371,440,9,37,111
"Clstn1","Clstn1",1267,45,243,39,140,142
"Mrap","Mrap",0,0,0,1,1,33
"Etfbkmt","Etfbkmt",0,36,256,0,13,35
"Hip1","Hip1",2485,23,11,465,193,471
"Rhou","Rhou",0,0,0,32,51,86
"Ccdc40","Ccdc40",0,0,0,19,69,31
"Zfp292","Zfp292",846,232,111,145,16,68
"Rsbn1l","Rsbn1l",2,8,0,27,159,175
"Tbc1d16","Tbc1d16",789,2484,1340,404,240,598
"Dtx4","Dtx4",1121,231,297,115,285,642
"Ccdc32","Ccdc32",729,110,94,145,30,106
"Sinhcaf","Sinhcaf",3,150,161,144,131,344
"Phtf2","Phtf2",119,186,252,173,92,25
"Ankrd13c","Ankrd13c",249,284,4,157,285,501
"Cbx4","Cbx4",379,0,0,6,6,63
"Edrf1","Edrf1",0,37,358,23,94,184
"Timeless","Timeless",52,381,543,378,108,299
"Ifi203","Ifi203",50,0,0,8,39,72
"Magi2","Magi2",0,0,6,33,111,73
"Ginm1","Ginm1",640,77,178,86,76,330
"Bahd1","Bahd1",1065,337,459,418,147,25
"Slc7a5","Slc7a5",910,382,269,348,184,489
"Cox15","Cox15",1440,960,931,390,191,389
"Lats1","Lats1",594,5,0,69,166,157
"Rab11fip2","Rab11fip2",0,8,42,39,10,18
"Ythdf2","Ythdf2",1499,326,210,329,167,415
"Saa3","Saa3",25437,1811,9782,35444,13043,33333
"Elavl1","Elavl1",1452,392,313,180,358,482
"Ipo8","Ipo8",2658,857,168,203,192,114
"Stat2","Stat2",952,0,908,258,196,209
"Nup43","Nup43",684,139,32,241,223,390
"Ift88","Ift88",0,2,0,6,35,25
"Rbms2","Rbms2",190,142,10,59,88,101
"Orc3","Orc3",551,93,373,211,143,268
"Ndufb10","Ndufb10",1112,613,702,758,254,724
"Baz2a","Baz2a",622,131,1,29,77,36
"Plcb2","Plcb2",2444,142,999,131,228,621
"Ptges3.ps","Ptges3-ps",100,18,41,14,7,41
"Bub1b","Bub1b",1775,553,582,284,266,631
"Bmf","Bmf",32,191,400,27,37,38
"Flywch1","Flywch1",698,100,0,63,38,189
"Klhl42","Klhl42",0,51,0,32,100,115
"Plpp6","Plpp6",79,41,0,51,13,31
"Gramd1b","Gramd1b",404,0,7,219,148,320
"Mrps35","Mrps35",376,344,72,132,97,224
"Zmym5","Zmym5",0,65,0,16,209,193
"Gorab","Gorab",217,143,186,28,34,27
"Pnrc1","Pnrc1",971,125,82,99,109,189
"Gpr176","Gpr176",987,257,183,83,258,150
"Abcc8","Abcc8",0,331,18,13,107,252
"X9430038I01Rik","9430038I01Rik",0,23,94,66,54,49
"Hs2st1","Hs2st1",0,0,265,106,70,142
"Thbs1","Thbs1",0,0,0,0,35,39
"Tax1bp3","Tax1bp3",315,186,142,62,48,217
"Alkbh3","Alkbh3",2068,172,289,164,143,342
"X2310057M21Rik","2310057M21Rik",190,0,147,152,331,386
"Fmo1","Fmo1",0,0,0,17,161,116
"Ankrd6","Ankrd6",380,2,0,25,28,56
"Scamp2","Scamp2",1584,65,357,44,94,529
"Ccdc114","Ccdc114",0,0,0,103,85,136
"Nemp1","Nemp1",1320,125,298,89,58,113
"Pclaf","Pclaf",949,389,517,264,273,340
"Zfp704","Zfp704",9,238,274,40,118,97
"Emp3","Emp3",5180,1372,2092,1232,514,1865
"Kyat3","Kyat3",239,57,0,73,245,248
"Ttc12","Ttc12",0,0,0,5,31,27
"Gas8","Gas8",192,0,0,59,74,296
"Prrc2c","Prrc2c",79,1,333,170,335,361
"Gpr34","Gpr34",0,0,0,0,7,4
"Trappc5","Trappc5",215,54,284,257,195,297
"Fgfr1op2","Fgfr1op2",496,972,1065,585,274,955
"Lrp1","Lrp1",11662,1325,2741,436,513,1415
"Ints13","Ints13",0,0,0,81,148,243
"Gbp7","Gbp7",436,0,0,124,113,240
"Klhdc4","Klhdc4",269,340,45,256,227,274
"Dnm3","Dnm3",0,0,14,162,204,108
"Plekha1","Plekha1",744,135,262,275,113,448
"Mrps28","Mrps28",342,41,45,110,46,120
"Bach2","Bach2",0,0,0,83,154,115
"Accs","Accs",0,158,0,76,187,125
"Cdk6","Cdk6",27,1035,597,291,437,654
"BC052040","BC052040",287,122,0,77,129,100
"Hey1","Hey1",0,0,0,0,4,10
"Ddx58","Ddx58",1220,0,482,40,232,147
"Suco","Suco",0,51,0,5,115,139
"Rbm48","Rbm48",214,0,10,0,38,64
"Cchcr1","Cchcr1",0,0,112,261,105,256
"Zfp770","Zfp770",0,0,0,31,72,108
"Slc25a24","Slc25a24",1841,209,635,118,131,267
"Gm15429","Gm15429",25,0,7,18,2,0
"Dcaf1","Dcaf1",0,0,0,186,126,134
"Cul9","Cul9",0,0,2,108,114,135
"Nsmce4a","Nsmce4a",477,67,382,125,107,155
"Fam102b","Fam102b",0,78,112,36,81,145
"Arhgap9","Arhgap9",1309,689,796,689,345,821
"Trim7","Trim7",0,0,0,6,13,7
"Ankib1","Ankib1",441,258,354,89,115,171
"Mars","Mars",7006,1102,1823,468,227,651
"Skiv2l","Skiv2l",1742,292,479,32,132,286
"Ufl1","Ufl1",493,1,0,27,76,150
"Bcor","Bcor",43,4,14,10,30,63
"Trim41","Trim41",63,0,0,49,66,91
"Etfrf1","Etfrf1",881,102,294,324,65,180
"Pex2","Pex2",866,257,128,86,24,207
"Aqr","Aqr",3302,109,1293,397,536,684
"Ppp1ca","Ppp1ca",11241,1400,2955,2130,1113,3323
"Wdr47","Wdr47",0,0,0,8,80,71
"Map3k10","Map3k10",122,0,130,136,27,150
"Abhd13","Abhd13",44,0,0,92,174,171
"Akap9","Akap9",549,60,130,13,156,137
"Fbxl4","Fbxl4",2,0,0,56,99,44
"X5330417C22Rik","5330417C22Rik",0,0,0,81,137,163
"Slc25a28","Slc25a28",363,47,0,54,58,104
"Dtx3","Dtx3",466,0,119,142,85,220
"Rc3h1","Rc3h1",9,136,165,134,241,168
"Plekha4","Plekha4",0,0,8,7,78,92
"Mterf1a","Mterf1a",0,0,0,0,3,59
"Pitpnc1","Pitpnc1",165,105,0,111,83,177
"Ltb4r2","Ltb4r2",0,0,0,83,146,23
"Zbtb38","Zbtb38",302,12,1,9,127,100
"Ppp1r15a","Ppp1r15a",2788,529,259,88,265,377
"Slc26a10","Slc26a10",0,6,0,10,28,10
"Rprd1a","Rprd1a",181,138,176,69,71,76
"Sgms1","Sgms1",1066,161,111,14,239,357
"Cdh12","Cdh12",0,0,0,34,173,102
"Usp45","Usp45",331,0,0,29,106,53
"Arglu1","Arglu1",0,26,54,117,163,90
"Os9","Os9",3090,424,432,56,186,465
"Mybbp1a","Mybbp1a",10283,1354,1282,1167,377,1047
"Gtpbp10","Gtpbp10",617,17,0,21,95,76
"Blvrb","Blvrb",4546,793,884,697,400,987
"Rabggta","Rabggta",1611,248,7,109,23,59
"Cfap69","Cfap69",0,4,0,24,111,54
"Dgkz","Dgkz",4840,1444,182,459,545,1457
"Bptf","Bptf",3,22,209,134,261,271
"Dxo","Dxo",701,0,135,46,41,104
"Xaf1","Xaf1",0,4,0,448,288,783
"Ltbp4","Ltbp4",0,13,0,12,35,46
"X44994","44994",0,0,0,8,77,15
"Abcg5","Abcg5",0,0,0,42,76,131
"Ambra1","Ambra1",253,1,0,11,128,253
"Pvr","Pvr",946,1,0,57,140,173
"Manea","Manea",0,0,496,14,22,30
"Tsfm","Tsfm",896,164,0,203,81,291
"Zfp609","Zfp609",169,165,2,96,91,93
"Milr1","Milr1",1162,70,473,414,210,514
"Abhd11","Abhd11",115,41,0,80,60,200
"Adam22","Adam22",0,0,0,56,113,63
"Tex2","Tex2",149,570,0,78,91,224
"Ckap5","Ckap5",1656,4,1110,254,324,633
"Otud6b","Otud6b",799,548,10,207,77,375
"C3ar1","C3ar1",3602,319,306,560,349,550
"Aipl1","Aipl1",0,0,0,21,74,78
"Mettl27","Mettl27",639,85,378,37,28,80
"Wdr7","Wdr7",5852,0,620,239,84,109
"Gstm2","Gstm2",13491,1386,1949,1456,887,2385
"Plppr2","Plppr2",300,0,1,0,1,15
"Apoc1","Apoc1",134,67,108,13,9,103
"Btaf1","Btaf1",726,0,0,166,179,379
"Ofd1","Ofd1",151,0,0,16,77,81
"X1110051M20Rik","1110051M20Rik",221,0,26,12,57,332
"Cd79b","Cd79b",158,0,0,0,3,0
"Pogk","Pogk",559,1422,510,510,343,954
"Mis12","Mis12",864,164,553,0,73,266
"Bace2","Bace2",0,0,0,54,109,111
"Apobec1","Apobec1",1856,343,138,502,287,535
"Tmem51","Tmem51",1020,106,2,69,32,0
"Pck2","Pck2",3349,214,501,163,58,197
"Dhx33","Dhx33",1764,110,220,169,111,101
"Gemin8","Gemin8",0,0,0,40,67,37
"Aicda","Aicda",401,0,0,45,22,2
"Dok4","Dok4",0,0,0,0,0,8
"Nrl","Nrl",0,0,0,66,168,108
"Ppip5k2","Ppip5k2",1037,0,6,36,245,385
"Fam208a","Fam208a",1225,42,19,31,205,81
"Oaz2","Oaz2",1003,96,117,73,143,380
"Dnph1","Dnph1",208,234,0,91,82,220
"Efhd2","Efhd2",6074,1194,1383,1059,824,1568
"Rad54l2","Rad54l2",14,214,342,66,164,110
"Nup88","Nup88",756,57,734,268,352,531
"Phc1","Phc1",0,68,83,85,90,68
"Mthfd1l","Mthfd1l",765,149,39,147,64,73
"Hmgn1","Hmgn1",2719,4884,5312,2628,1050,2961
"Madd","Madd",680,202,395,350,221,545
"Tbl3","Tbl3",1859,0,0,189,441,595
"Col16a1","Col16a1",0,0,0,87,97,59
"Dnajc16","Dnajc16",937,123,16,156,109,88
"Limd2","Limd2",2301,575,756,774,387,1133
"Ap1g2","Ap1g2",2048,134,177,72,157,155
"St8sia4","St8sia4",477,431,782,74,107,162
"Sh3pxd2b","Sh3pxd2b",496,518,381,128,119,213
"Camta2","Camta2",1410,1,30,105,152,343
"Creg1","Creg1",27391,6189,9125,5079,2476,7121
"Klc3","Klc3",0,0,0,0,3,1
"Virma","Virma",2479,0,714,511,166,243
"Zfhx2","Zfhx2",53,0,1,59,138,134
"Scamp5","Scamp5",1387,468,362,123,134,278
"Rcsd1","Rcsd1",879,0,133,86,83,157
"Kcna2","Kcna2",0,0,0,139,236,138
"Hnrnpul1","Hnrnpul1",526,382,510,69,200,572
"Eif4h","Eif4h",3718,532,1019,1809,688,1614
"Ppp1r13l","Ppp1r13l",0,0,3,23,14,20
"Ints8","Ints8",27,0,47,59,145,168
"Rnf167","Rnf167",614,131,0,92,61,313
"Cd53","Cd53",13307,1321,3779,831,1006,1747
"Siah1b","Siah1b",611,0,0,35,84,92
"Lat2","Lat2",71,36,0,31,25,24
"Cmtm5","Cmtm5",0,0,0,36,142,119
"Appl1","Appl1",1112,142,3,8,74,108
"Spen","Spen",114,41,105,78,323,205
"Snrnp25","Snrnp25",582,154,37,250,36,211
"Oard1","Oard1",130,41,71,286,63,282
"Cept1","Cept1",2014,207,567,194,179,199
"Cop1","Cop1",194,433,353,232,419,505
"Ttc3","Ttc3",2004,342,393,187,432,668
"Iqcc","Iqcc",292,0,0,52,53,10
"Chil3","Chil3",254,0,42,12,45,25
"Eml2","Eml2",1103,0,300,75,89,26
"Tex264","Tex264",1389,224,571,125,95,293
"Dennd6a","Dennd6a",864,121,18,171,290,231
"Hlcs","Hlcs",415,76,21,161,197,135
"X1700123O20Rik","1700123O20Rik",268,347,165,318,88,332
"Snrpd2","Snrpd2",1763,194,353,641,189,623
"Zmynd15","Zmynd15",2,24,70,19,7,45
"Gm11639","Gm11639",0,0,0,109,285,236
"Six5","Six5",0,0,0,0,2,3
"Szrd1","Szrd1",412,474,205,255,158,129
"Tiprl","Tiprl",1169,219,222,369,133,226
"Sft2d2","Sft2d2",2192,9074,8011,1936,697,1282
"Psme4","Psme4",188,68,296,26,125,236
"Plekhh2","Plekhh2",0,0,0,114,199,71
"Reps2","Reps2",0,0,0,23,49,235
"Erf","Erf",140,4,4,17,5,24
"Bsdc1","Bsdc1",340,0,242,81,96,122
"Crocc","Crocc",0,0,1,61,100,64
"Ino80d","Ino80d",0,23,1,32,136,177
"Osbpl10","Osbpl10",0,0,0,4,46,25
"Wdr25","Wdr25",0,20,320,44,128,29
"Tmem205","Tmem205",2079,365,616,283,213,365
"Gfer","Gfer",551,437,681,351,178,596
"Atp1a3","Atp1a3",3511,1095,926,53,303,659
"Fbxw4","Fbxw4",56,121,165,44,64,110
"Slc19a2","Slc19a2",0,12,13,16,92,200
"S100pbp","S100pbp",286,0,0,44,103,161
"Rfx3","Rfx3",0,0,0,81,198,146
"Ulk4","Ulk4",0,0,21,22,125,78
"Arhgef1","Arhgef1",3244,14,342,499,194,276
"Tet2","Tet2",48,40,440,188,465,425
"Rcc2","Rcc2",2228,12452,12365,3697,1170,3333
"Mgl2","Mgl2",152,220,751,46,36,20
"Rps19","Rps19",17715,30205,29174,20690,6998,19933
"Arhgef10l","Arhgef10l",3923,59,845,178,92,160
"Gm11992","Gm11992",671,0,89,4,24,120
"Sh3kbp1","Sh3kbp1",1907,260,323,210,332,615
"Abhd4","Abhd4",3372,250,565,442,197,881
"Npnt","Npnt",0,0,0,37,117,82
"Trim62","Trim62",0,0,0,13,52,164
"Cmtm8","Cmtm8",0,0,0,19,10,24
"Iffo2","Iffo2",12,334,381,233,69,76
"Ghitm","Ghitm",11888,1323,3803,1293,830,2077
"Gm17018","Gm17018",659,260,333,281,144,276
"Irgq","Irgq",1363,596,63,23,104,136
"Fam117b","Fam117b",124,167,10,70,65,136
"Wdr43","Wdr43",2140,295,32,345,259,552
"Wwp1","Wwp1",1004,369,337,181,217,243
"Pif1","Pif1",0,98,4,60,48,34
"Fzd7","Fzd7",1,13,164,1,29,246
"Rwdd2b","Rwdd2b",210,139,220,20,30,105
"Ostc","Ostc",1532,418,820,470,220,709
"Tspyl2","Tspyl2",626,29,1,43,19,84
"Elmo1","Elmo1",239,228,0,96,172,116
"Iqsec2","Iqsec2",327,3,0,21,58,148
"Msantd4","Msantd4",279,237,148,2,74,62
"H2afv","H2afv",1056,400,264,127,82,261
"Zfp598","Zfp598",59,7,13,73,55,73
"N4bp2l1","N4bp2l1",731,265,119,1,72,120
"Smc1a","Smc1a",636,1296,504,768,488,969
"Ripk2","Ripk2",1002,43,237,152,93,170
"Tmco4","Tmco4",1047,13,398,26,98,188
"Dnah7b","Dnah7b",0,0,0,17,194,66
"Brca2","Brca2",501,186,0,83,307,254
"Osgin2","Osgin2",688,0,0,198,135,85
"Otud3","Otud3",0,448,254,325,100,104
"Zmiz2","Zmiz2",702,73,100,29,103,337
"Lonp1","Lonp1",5961,579,609,423,352,836
"Hectd2","Hectd2",0,0,0,0,29,42
"Prkd2","Prkd2",0,0,0,17,113,157
"Rpusd1","Rpusd1",848,0,0,32,27,45
"Pla2g2d","Pla2g2d",0,0,0,20,49,75
"Trir","Trir",956,344,900,710,190,581
"Yeats2","Yeats2",1,24,11,71,307,333
"Arhgap11a","Arhgap11a",1634,647,1449,1632,1193,1967
"Elovl6","Elovl6",0,71,56,23,14,58
"Arhgap12","Arhgap12",1108,220,262,97,116,244
"Phf8","Phf8",2103,298,0,201,107,101
"Ublcp1","Ublcp1",174,105,0,62,70,124
"Chd7","Chd7",0,81,73,223,266,349
"Vps41","Vps41",2131,174,13,257,248,483
"Rbbp8","Rbbp8",250,24,49,195,118,244
"Mul1","Mul1",870,220,11,69,177,353
"Zfp236","Zfp236",87,167,10,44,68,125
"Rusc1","Rusc1",0,0,0,34,49,137
"Uspl1","Uspl1",2011,406,121,249,109,265
"Dmxl2","Dmxl2",209,6,367,85,353,316
"Ttc1","Ttc1",238,128,445,816,304,757
"Cdk13","Cdk13",0,0,0,6,64,89
"Katnal1","Katnal1",0,17,1,34,106,171
"Gtf3c3","Gtf3c3",3477,14,388,30,203,184
"Sntb2","Sntb2",840,306,618,253,282,302
"Slc7a1","Slc7a1",2069,73,369,128,292,381
"Thoc6","Thoc6",164,30,151,167,95,221
"Pcf11","Pcf11",133,0,0,65,105,135
"Atg2b","Atg2b",843,17,693,32,179,358
"Ankrd42","Ankrd42",0,0,0,8,11,5
"Wrap53","Wrap53",210,0,122,100,18,141
"Tmem29","Tmem29",62,17,0,26,32,93
"Rgl2","Rgl2",308,1127,1553,694,172,621
"Ssr2","Ssr2",4588,789,743,594,337,945
"Pum3","Pum3",5192,339,680,617,281,1015
"Myzap","Myzap",0,0,0,7,32,18
"Shtn1","Shtn1",2676,1071,1227,508,265,333
"Ccdc9","Ccdc9",518,94,107,59,50,75
"Mdfic","Mdfic",338,1,138,206,279,276
"Mettl18","Mettl18",0,0,34,0,19,5
"BC055324","BC055324",302,0,0,23,31,151
"Wapl","Wapl",2594,283,324,91,203,148
"Dicer1","Dicer1",0,75,212,63,219,337
"Pik3r1","Pik3r1",523,40,0,106,315,298
"Meis3","Meis3",1061,157,379,357,130,370
"Hibch","Hibch",615,102,175,13,105,44
"Nthl1","Nthl1",160,0,110,3,15,67
"Ccnb1","Ccnb1",4313,733,1491,698,255,972
"Utp4","Utp4",3946,269,1714,838,299,1231
"Mfsd6","Mfsd6",0,62,404,38,161,268
"Gk5","Gk5",0,16,471,108,105,93
"Rpl21","Rpl21",4210,3957,5108,4165,1697,4041
"Tardbp","Tardbp",1054,280,526,390,161,513
"Cacna2d4","Cacna2d4",0,1,0,53,71,118
"Shld2","Shld2",324,0,55,57,146,148
"Dcp1b","Dcp1b",180,0,0,5,41,27
"Syt15","Syt15",0,0,0,68,81,111
"Serpina3g","Serpina3g",0,0,0,22,48,64
"Piezo2","Piezo2",0,0,0,101,210,223
"Zfp281","Zfp281",1186,2,171,107,110,229
"Stx3","Stx3",2836,3715,2473,973,644,1550
"Cep78","Cep78",552,217,1,43,92,134
"Kif14","Kif14",0,0,0,60,306,346
"Rrp9","Rrp9",266,128,82,396,214,497
"Irf8","Irf8",2832,1483,4271,1772,918,1821
"Rnf123","Rnf123",221,0,14,12,93,250
"Ago1","Ago1",442,16,310,146,125,91
"Disp3","Disp3",0,0,0,13,13,7
"Ptchd1","Ptchd1",263,0,0,135,121,159
"Nop53","Nop53",1421,956,1116,918,331,1111
"Serpina12","Serpina12",0,70,0,3,13,36
"Camsap2","Camsap2",958,0,246,74,165,82
"Selenow","Selenow",269,138,134,187,71,262
"Sdk2","Sdk2",131,0,22,172,200,273
"Tmtc4","Tmtc4",0,0,6,14,34,12
"Cdc42ep4","Cdc42ep4",690,195,573,215,82,248
"Mbp","Mbp",3,0,424,3,13,21
"Bicdl1","Bicdl1",218,1,1,39,83,87
"D11Wsu47e","D11Wsu47e",313,0,0,48,49,108
"Ggact","Ggact",97,0,0,0,27,78
"Fam104a","Fam104a",491,564,457,632,249,621
"Mrps27","Mrps27",1468,79,255,122,138,294
"Gcn1l1","Gcn1l1",2530,766,1250,290,476,733
"Kif21b","Kif21b",0,0,415,16,108,216
"Ddx24","Ddx24",2073,325,1444,573,319,974
"Pcca","Pcca",1887,173,0,105,92,251
"Slc39a11","Slc39a11",2218,18,937,3,159,145
"Pyroxd1","Pyroxd1",69,0,60,40,156,144
"Lrrc29","Lrrc29",0,0,0,0,5,60
"Bivm","Bivm",828,0,373,29,107,37
"Fcho2","Fcho2",972,1,8,11,112,115
"Kcnj2","Kcnj2",489,0,3,54,46,62
