"","Geneid","control.Evs_1","control.Evs_2","control.Evs_3","IL.10.Evs_1","IL.10.Evs_2","IL.10.Evs_3"
"Heatr1","Heatr1",1959,679,289,231,297,1522
"Tmem220","Tmem220",0,0,0,0,0,0
"Prag1","Prag1",630,9,0,234,0,718
"Fzd2","Fzd2",0,35,0,9,6,0
"Abca12","Abca12",1,0,0,0,0,0
"Gm9843","Gm9843",217,237,218,230,286,303
"Rictor","Rictor",1583,0,6,74,0,0
"Nsun3","Nsun3",376,165,514,122,27,355
"Synpo2","Synpo2",0,0,0,0,0,0
"Ndufaf6","Ndufaf6",469,70,0,64,20,0
"Amer1","Amer1",0,168,28,67,74,0
"C130071C03Rik","C130071C03Rik",0,0,0,0,0,3
"Lgals3","Lgals3",80968,9205,17009,3026,5321,21375
"Gpr18","Gpr18",0,0,0,0,0,0
"Olfr524","Olfr524",0,0,0,0,0,0
"Snx21","Snx21",237,211,0,368,54,176
"X45175","45175",556,134,302,153,70,0
"Kif7","Kif7",0,0,0,0,0,0
"C77080","C77080",538,255,414,560,748,1432
"Tnfsf15","Tnfsf15",0,0,0,0,0,0
"Foxl2","Foxl2",3,0,1,0,7,0
"Tcf19","Tcf19",270,188,65,101,53,342
"Fbxo46","Fbxo46",0,0,0,0,14,0
"Fam118b","Fam118b",1429,342,1,154,11,96
"Gm8394","Gm8394",4,5,1,2,8,4
"Fam167b","Fam167b",224,0,0,40,0,93
"Fbxl22","Fbxl22",0,0,0,0,0,0
"Htr5b","Htr5b",0,0,0,0,0,0
"B230217C12Rik","B230217C12Rik",128,0,0,17,12,0
"Fam241a","Fam241a",95,104,195,172,137,56
"Gk2","Gk2",0,0,0,0,0,0
"Hyls1","Hyls1",2,111,0,3,0,0
"Kcnb1","Kcnb1",163,113,0,34,33,10
"Prokr2","Prokr2",51,0,0,0,0,0
"Tor1aip2","Tor1aip2",1814,477,136,328,196,525
"Maml1","Maml1",0,67,0,21,0,0
"Fam78a","Fam78a",133,4,62,26,113,0
"Zfp61","Zfp61",327,0,1,0,0,0
"Minos1","Minos1",2178,814,711,627,570,880
"Txndc2","Txndc2",258,0,0,0,0,0
"Zscan29","Zscan29",251,0,550,37,176,9
"Rps27rt","Rps27rt",98,137,161,198,151,193
"Gpd1l","Gpd1l",1268,0,0,73,0,0
"Ubald2","Ubald2",240,68,102,54,19,178
"Gpatch11","Gpatch11",299,15,0,70,66,123
"Prkaa1","Prkaa1",932,225,147,223,27,40
"X2310061I04Rik","2310061I04Rik",335,207,14,38,4,159
"Ftl1","Ftl1",247813,489197,494555,621107,449402,497581
"Zbtb26","Zbtb26",1585,0,0,32,0,0
"Plekho2","Plekho2",2372,1244,2112,1496,1138,957
"Vamp8","Vamp8",2914,1232,1074,682,660,1365
"Ptges","Ptges",0,150,57,5,26,0
"Pgbd5","Pgbd5",8,19,0,55,169,0
"Olfr1124","Olfr1124",0,0,0,0,0,0
"Tmem37","Tmem37",151,129,138,0,0,358
"Ccdc126","Ccdc126",167,1,153,33,56,181
"B3galt6","B3galt6",177,0,0,30,141,571
"Ecpas","Ecpas",2065,163,1128,141,23,12
"Fam131a","Fam131a",253,0,154,0,81,0
"Sstr5","Sstr5",0,0,0,0,0,0
"Zfp623","Zfp623",400,221,226,336,500,404
"Zfp940","Zfp940",0,1,0,1,0,0
"Atp5k","Atp5k",898,605,806,573,583,952
"Pdik1l","Pdik1l",590,67,1,137,111,0
"Tatdn1","Tatdn1",249,75,39,28,180,13
"Tmem123","Tmem123",3861,133,465,235,374,184
"Ankrd37","Ankrd37",801,78,273,45,50,29
"Sgms2","Sgms2",131,26,0,13,243,328
"Gm42743","Gm42743",0,0,0,0,0,0
"Zfp438","Zfp438",0,0,0,0,0,0
"Amigo1","Amigo1",0,1,429,154,0,0
"Gja1","Gja1",0,0,0,36,0,0
"Zfp169","Zfp169",0,0,401,57,0,0
"Insl6","Insl6",333,17,93,59,106,79
"Prkca","Prkca",374,0,0,16,0,0
"Creg2","Creg2",0,0,0,59,0,0
"Gdpgp1","Gdpgp1",315,206,35,55,0,465
"Selenon","Selenon",1021,136,54,13,0,345
"Adgb","Adgb",0,0,44,60,0,0
"Gatd1","Gatd1",331,19,0,130,0,0
"X4930412M03Rik","4930412M03Rik",0,0,0,51,0,147
"Serpinb1b","Serpinb1b",0,0,0,0,91,0
"Zfp11","Zfp11",0,0,266,0,4,0
"Zfp455","Zfp455",699,0,0,0,0,0
"Gprc5c","Gprc5c",0,0,0,0,0,0
"Mb21d2","Mb21d2",0,10,2,0,0,0
"X4930579K19Rik","4930579K19Rik",38,0,0,0,0,0
"Mblac2","Mblac2",0,0,0,0,80,0
"Fam71e1","Fam71e1",0,0,16,0,0,24
"Camk2n2","Camk2n2",11,7,0,18,0,0
"Nat2","Nat2",103,0,0,0,0,0
"Commd3","Commd3",1981,295,709,166,325,1159
"Cited1","Cited1",0,0,0,0,0,95
"Eml5","Eml5",0,0,0,0,1,0
"Rpusd3","Rpusd3",106,25,56,12,0,0
"Zfp524","Zfp524",237,47,0,23,0,0
"Fam174a","Fam174a",1647,366,360,347,421,200
"Gpr183","Gpr183",219,273,6,52,0,12
"Ercc6l","Ercc6l",478,0,0,4,68,0
"Bzw1","Bzw1",8503,725,1659,1273,603,1797
"Tceanc","Tceanc",45,0,100,48,41,0
"Nyx","Nyx",0,0,0,0,0,0
"Tmem199","Tmem199",3091,1453,1409,1372,963,2451
"Rnf7","Rnf7",1175,2636,1633,3224,2236,2544
"Gen1","Gen1",0,0,0,82,0,0
"Msrb3","Msrb3",0,0,0,0,0,0
"Swsap1","Swsap1",0,0,0,10,0,0
"Gm6563","Gm6563",181,49,22,16,8,165
"Jagn1","Jagn1",106,150,224,278,8,424
"Zgrf1","Zgrf1",291,0,2,0,0,7
"Pcmtd1","Pcmtd1",1093,55,242,39,8,227
"Usp42","Usp42",0,178,0,114,17,0
"Taf7","Taf7",65,0,0,0,126,0
"Mtln","Mtln",505,71,412,90,110,485
"Pcdh19","Pcdh19",0,0,0,0,0,0
"Nup160","Nup160",2058,394,42,70,344,0
"Cacna1c","Cacna1c",0,0,0,0,0,0
"Gfod1","Gfod1",0,0,0,0,17,11
"X2900026A02Rik","2900026A02Rik",2320,611,332,328,40,664
"Zfp52","Zfp52",15,16,29,83,15,0
"Rab11fip5","Rab11fip5",564,871,2026,1054,498,760
"Plekhm3","Plekhm3",2155,715,31,128,735,166
"Spryd4","Spryd4",409,147,145,259,200,7
"Zfp46","Zfp46",0,0,0,0,0,0
"Commd1","Commd1",397,128,204,72,45,133
"Plpp7","Plpp7",213,0,153,0,5,0
"Kif18b","Kif18b",631,0,0,0,0,0
"Zbtb22","Zbtb22",724,0,48,325,136,0
"Ywhag","Ywhag",2808,1369,1175,1873,1024,1892
"Gm45902","Gm45902",0,0,0,7,0,0
"Kctd16","Kctd16",0,82,0,0,0,0
"Ppp1r37","Ppp1r37",50,13,0,9,45,224
"Vamp7","Vamp7",1353,14,508,89,21,1
"Plagl2","Plagl2",816,62,288,135,11,478
"Ccdc157","Ccdc157",0,0,0,0,0,0
"Fhad1","Fhad1",0,0,0,10,0,0
"Cd14","Cd14",4932,933,1976,455,459,1655
"Bbs12","Bbs12",0,0,0,0,0,0
"Crebzf","Crebzf",13,106,160,132,61,0
"Spn","Spn",0,0,0,0,0,0
"Zfp24","Zfp24",470,0,158,133,148,346
"Cbr1","Cbr1",1141,200,120,67,157,886
"Irf2bp2","Irf2bp2",6,282,1073,1139,693,783
"Tlr6","Tlr6",315,14,0,0,106,0
"Ufsp1","Ufsp1",0,30,0,0,0,0
"Wdfy4","Wdfy4",1928,66,2,54,62,377
"Mafg","Mafg",3867,21091,19706,36284,29103,18444
"Arhgef39","Arhgef39",0,126,0,0,0,226
"Rps19bp1","Rps19bp1",730,210,145,117,99,124
"Usp29","Usp29",0,0,0,0,7,0
"Zfp579","Zfp579",538,125,0,9,34,0
"Pusl1","Pusl1",130,0,269,192,61,313
"Mical3","Mical3",0,152,0,159,82,0
"Rap2a","Rap2a",0,104,347,221,442,232
"Hist1h1e","Hist1h1e",94,53,193,33,111,60
"B3gnt2","B3gnt2",50,7,4,7,0,13
"Lrrc3","Lrrc3",0,0,0,1,19,0
"Coa6","Coa6",226,146,127,16,30,219
"Dcun1d4","Dcun1d4",1302,38,0,27,0,0
"Trim32","Trim32",1222,0,0,450,39,1168
"Treml4","Treml4",0,0,0,0,0,0
"Pcbp1","Pcbp1",1392,979,984,876,1124,1089
"Senp8","Senp8",415,0,1,0,0,26
"Wdcp","Wdcp",155,4,196,26,8,606
"Kcnf1","Kcnf1",0,0,0,0,0,0
"Mettl5","Mettl5",87,129,59,32,0,30
"Rinl","Rinl",1741,1006,680,1014,889,1158
"Fam229b","Fam229b",0,60,76,0,24,91
"Ttn","Ttn",0,0,0,10,3,0
"Wfdc21","Wfdc21",68,14,90,16,0,107
"Xrcc1","Xrcc1",918,615,613,133,406,303
"Tubgcp6","Tubgcp6",0,0,4,23,6,0
"Nlgn2","Nlgn2",0,0,0,0,0,2
"Sox12","Sox12",0,0,11,6,46,67
"E230016K23Rik","E230016K23Rik",0,0,0,2,0,0
"Arf3","Arf3",6376,2502,1639,868,640,2904
"Tbc1d22a","Tbc1d22a",2229,1271,725,817,969,1054
"Klhdc1","Klhdc1",238,0,46,29,1,0
"Sox6","Sox6",0,0,0,1,0,0
"Spats2","Spats2",2070,457,567,286,11,802
"B3glct","B3glct",0,3,316,165,161,0
"Prdm9","Prdm9",0,0,0,1,0,0
"Erich1","Erich1",672,68,120,111,86,0
"Sec31b","Sec31b",0,0,0,0,0,0
"Smim11","Smim11",141,100,131,35,29,149
"Tagap1","Tagap1",76,0,0,49,0,3
"Pfdn4","Pfdn4",320,108,154,32,14,369
"Klf13","Klf13",328,234,315,198,170,408
"Zfp217","Zfp217",4,54,46,110,40,51
"Dock8","Dock8",609,258,39,0,0,177
"Rgs14","Rgs14",291,0,0,0,0,418
"Gnpda1","Gnpda1",7122,1053,1311,870,214,1810
"Mtcl1","Mtcl1",0,0,0,0,0,0
"F730043M19Rik","F730043M19Rik",0,49,0,0,0,1
"Sema5b","Sema5b",0,0,0,0,0,0
"Rbm12b2","Rbm12b2",0,0,60,0,138,1
"Babam2","Babam2",773,55,219,8,130,0
"Rasal3","Rasal3",478,0,0,88,0,379
"Ppp4r2","Ppp4r2",113,325,242,201,308,409
"Rps10","Rps10",1,4,4,3,29,2
"Plpp2","Plpp2",452,655,950,1916,889,1773
"Acvr2a","Acvr2a",0,0,0,0,24,0
"Pld4","Pld4",16261,2404,3169,448,498,6204
"Opa3","Opa3",399,290,432,311,80,16
"Zeb2os","Zeb2os",0,16,13,6,13,17
"Zfp622","Zfp622",4397,350,331,118,143,159
"Fpr2","Fpr2",0,0,0,0,0,0
"Dnah3","Dnah3",0,0,0,13,0,0
"Ppp6r1","Ppp6r1",970,85,271,102,125,16
"Cdc42se2","Cdc42se2",1905,880,1772,1725,1194,2339
"Ltn1","Ltn1",1577,400,0,47,0,0
"Tbc1d30","Tbc1d30",0,0,4,0,0,0
"Slc39a1","Slc39a1",22,21,226,12,59,16
"Ankrd44","Ankrd44",0,0,0,5,0,822
"Cx3cr1","Cx3cr1",0,0,0,0,0,142
"Immt","Immt",5715,1170,513,1046,560,709
"Cemip","Cemip",0,0,0,0,0,0
"B630019K06Rik","B630019K06Rik",0,70,97,44,84,0
"Tmem106c","Tmem106c",1575,183,525,154,231,335
"Mpp3","Mpp3",0,0,85,30,55,0
"Nrros","Nrros",8830,579,903,923,324,1826
"Trpm3","Trpm3",0,5,0,1,0,1
"Rft1","Rft1",0,0,0,10,0,0
"Mogat2","Mogat2",0,0,0,67,0,309
"Ezr","Ezr",961,593,277,694,360,57
"Rexo4","Rexo4",575,117,349,99,171,1091
"Ccdc171","Ccdc171",0,0,0,0,0,0
"Tchh","Tchh",636,0,0,60,56,0
"X2610001J05Rik","2610001J05Rik",615,303,730,488,275,509
"B4galt3","B4galt3",818,119,175,480,372,439
"Tmco1","Tmco1",1591,358,328,321,15,609
"Cebpe","Cebpe",0,0,32,20,24,0
"Zfp961","Zfp961",0,175,0,60,0,57
"Asna1","Asna1",2111,249,344,268,190,593
"Atp6v1a","Atp6v1a",14365,2727,3440,1395,1422,3823
"C130026I21Rik","C130026I21Rik",197,40,30,16,18,82
"Tmem171","Tmem171",0,0,0,0,0,0
"Cherp","Cherp",1414,219,0,30,243,1
"Epha3","Epha3",0,0,0,0,0,0
"Nav2","Nav2",108,0,19,0,25,172
"Robo2","Robo2",0,0,0,0,0,0
"Nup188","Nup188",2315,301,611,12,37,303
"Pbx1","Pbx1",0,0,0,0,0,0
"Magi3","Magi3",0,0,0,0,0,0
"St6galnac3","St6galnac3",0,0,0,1,0,0
"Gan","Gan",50,67,273,666,351,672
"D930048N14Rik","D930048N14Rik",0,0,0,0,51,0
"Hist1h1d","Hist1h1d",0,0,54,0,36,41
"Hook2","Hook2",764,47,18,164,389,87
"Adam17","Adam17",2911,932,220,345,655,1211
"Isoc2b","Isoc2b",221,0,0,1,0,155
"Plekhg3","Plekhg3",225,0,0,89,1,0
"Pcdh15","Pcdh15",0,0,0,0,0,81
"Sh2d6","Sh2d6",0,0,0,0,0,0
"Asap2","Asap2",0,0,0,0,0,0
"Rnf103","Rnf103",0,0,222,66,42,0
"X5830454E08Rik","5830454E08Rik",0,0,53,0,0,0
"Zfp112","Zfp112",0,0,5,0,0,0
"Rap1b","Rap1b",4077,600,1024,418,233,556
"Jun","Jun",2676,549,769,322,91,1310
"Rab7b","Rab7b",3375,669,750,398,345,1537
"Tln2","Tln2",0,5,51,143,33,1
"Tnrc6a","Tnrc6a",775,172,275,169,294,186
"BC004004","BC004004",887,514,1147,856,803,658
"Map1b","Map1b",0,0,626,0,0,246
"Suclg1","Suclg1",3079,695,1151,522,358,461
"Swt1","Swt1",508,0,0,17,2,0
"Repin1","Repin1",742,3,333,55,133,0
"Traf7","Traf7",914,126,474,584,100,1235
"A630001G21Rik","A630001G21Rik",192,40,129,116,89,0
"Zfp212","Zfp212",362,6,330,164,143,0
"Gm12703","Gm12703",0,0,0,0,0,1
"Oas1a","Oas1a",2101,234,785,258,99,847
"X1700030K09Rik","1700030K09Rik",5,0,0,0,6,831
"Nup107","Nup107",126,66,443,12,212,615
"Atad2b","Atad2b",0,0,201,126,0,0
"Cysltr1","Cysltr1",0,0,30,5,0,36
"Gm9892","Gm9892",18,2,6,1,3,5
"Sae1","Sae1",3254,758,609,421,579,1615
"Junb","Junb",2401,341,382,483,146,301
"Dnah6","Dnah6",0,0,42,1,0,27
"Prkcb","Prkcb",0,0,0,0,0,0
"Ubxn8","Ubxn8",30,87,60,95,60,180
"Gm9894","Gm9894",0,24,25,50,62,32
"Lamb2","Lamb2",0,0,0,0,0,0
"Msl1","Msl1",1037,4589,5666,5572,4204,3273
"Senp7","Senp7",1150,0,0,2,0,3
"Prkg1","Prkg1",0,0,0,0,0,0
"Rnaseh2a","Rnaseh2a",2295,152,276,123,303,771
"Ctif","Ctif",0,0,0,12,70,0
"Fbxo31","Fbxo31",735,197,402,153,330,0
"Glis3","Glis3",0,0,0,0,35,0
"Rnf157","Rnf157",2,2,230,18,17,112
"Mrpl35","Mrpl35",1276,275,386,277,260,921
"Uba2","Uba2",1042,229,615,528,134,768
"Hrh1","Hrh1",0,0,281,0,0,0
"Creb5","Creb5",702,0,1,11,3,81
"Krcc1","Krcc1",376,340,246,85,122,36
"Sv2b","Sv2b",0,27,0,0,0,0
"Gm6180","Gm6180",41,3,5,0,4,3
"Aph1c","Aph1c",3462,584,887,236,51,500
"Brsk2","Brsk2",0,1,0,50,7,3
"Clec12a","Clec12a",0,0,0,8,0,0
"X2700081O15Rik","2700081O15Rik",105,83,122,244,4,40
"Lins1","Lins1",736,89,407,83,0,0
"Tmem248","Tmem248",3580,13313,15708,20371,16309,8124
"Socs3","Socs3",453,625,416,348,412,177
"E330013P04Rik","E330013P04Rik",0,0,0,0,0,0
"Chmp3","Chmp3",2907,784,759,909,393,1087
"Rnf26","Rnf26",44,0,32,27,58,12
"Supt7l","Supt7l",828,58,0,0,0,1
"Ptprt","Ptprt",0,0,0,0,0,0
"Fes","Fes",3128,456,493,320,315,1188
"Rpl18.ps2","Rpl18-ps2",14,21,22,15,16,19
"Bcl3","Bcl3",0,85,0,0,0,131
"Mterf1b","Mterf1b",0,0,0,0,0,0
"A830005F24Rik","A830005F24Rik",0,0,0,0,0,123
"Mllt11","Mllt11",609,35,132,7,33,115
"Arhgap20","Arhgap20",0,0,7,0,0,0
"Styx","Styx",0,10,2,60,0,0
"Btn2a2","Btn2a2",0,0,0,79,0,0
"Raet1e","Raet1e",453,0,0,42,0,0
"Dand5","Dand5",0,0,0,17,0,0
"Ndfip2","Ndfip2",937,196,255,238,0,139
"Trmt1l","Trmt1l",379,278,591,278,527,721
"Ddx10","Ddx10",633,269,328,58,0,1019
"Rab4b","Rab4b",5,0,0,0,0,5
"Pom121","Pom121",72,0,0,15,0,0
"Sec61b","Sec61b",1331,398,402,450,370,1002
"Slamf8","Slamf8",0,0,0,41,0,0
"D10Jhu81e","D10Jhu81e",110,76,156,63,53,194
"Gas5","Gas5",1346,699,728,763,914,958
"Dis3l2","Dis3l2",0,334,332,0,84,0
"Ficd","Ficd",0,0,0,158,0,0
"Tarm1","Tarm1",148,0,0,17,126,530
"Zfp943","Zfp943",0,125,0,0,0,0
"Zfp952","Zfp952",383,8,9,8,9,9
"Phgdh","Phgdh",18714,12068,10251,10966,6122,10616
"Adamts18","Adamts18",0,0,0,0,0,0
"Cbx7","Cbx7",720,64,217,76,0,0
"Hunk","Hunk",0,0,0,0,0,0
"Mapk14","Mapk14",827,883,1378,1290,1286,428
"Thoc7","Thoc7",129,119,175,74,59,289
"Ggcx","Ggcx",457,0,0,0,0,407
"Tg","Tg",2,32,113,9,0,0
"Kdm3a","Kdm3a",2051,22,451,88,28,28
"Tcf4","Tcf4",530,23,0,177,114,127
"Usp21","Usp21",330,250,0,197,229,0
"Nrd1","Nrd1",1859,1076,1721,1181,1159,1615
"X3110082I17Rik","3110082I17Rik",264,185,230,191,0,16
"Smagp","Smagp",0,21,0,4,0,0
"Ier2","Ier2",777,575,508,416,279,141
"Eif3k","Eif3k",2838,2596,2866,2093,1591,2237
"Tanc2","Tanc2",690,0,166,104,110,5
"Zfand2a","Zfand2a",2387,448,554,559,191,441
"Zfp472","Zfp472",0,6,0,96,0,0
"Rpia","Rpia",0,0,1,20,0,9
"Sh3pxd2a","Sh3pxd2a",0,306,310,500,473,502
"Dennd4a","Dennd4a",746,383,107,7,26,0
"Aldh7a1","Aldh7a1",372,272,200,12,58,0
"Tgm5","Tgm5",0,0,0,0,0,0
"BC048403","BC048403",0,29,62,17,0,10
"Dpep2","Dpep2",195,0,11,1,4,79
"Nebl","Nebl",0,0,0,0,0,0
"X4732471J01Rik","4732471J01Rik",0,0,16,14,0,50
"Dusp7","Dusp7",110,126,180,84,8,48
"Tmem39b","Tmem39b",210,0,0,0,87,31
"Ptrh1","Ptrh1",128,92,136,63,182,365
"Gm9920","Gm9920",0,0,0,0,40,0
"Chd8","Chd8",149,87,108,14,0,262
"Chchd3","Chchd3",2261,135,782,353,96,1559
"Lysmd1","Lysmd1",0,0,42,90,107,44
"Ubxn7","Ubxn7",1,8,224,3,212,378
"Exoc6","Exoc6",666,37,705,219,7,71
"Grwd1","Grwd1",966,231,232,161,594,242
"Camk2d","Camk2d",812,4,0,121,436,33
"H2.T24","H2-T24",0,293,467,156,91,21
"Nudcd3","Nudcd3",1051,597,216,207,520,504
"Txlna","Txlna",211,100,14,77,0,0
"Lipg","Lipg",0,0,0,2,0,0
"Adgrg4","Adgrg4",0,0,0,0,0,0
"Fpgt","Fpgt",0,8,0,26,0,13
"Srcap","Srcap",1,20,42,29,53,54
"Ech1","Ech1",1839,292,597,141,0,1205
"Mat2a","Mat2a",4768,257,547,199,453,1150
"Cyhr1","Cyhr1",176,521,1262,731,341,377
"Cnn3","Cnn3",3806,559,325,208,236,1332
"Adnp2","Adnp2",0,54,194,423,483,707
"Pde5a","Pde5a",0,0,0,0,0,0
"Zfp14","Zfp14",33,0,0,0,3,0
"Tusc1","Tusc1",1,8,1,8,29,0
"Tdrd9","Tdrd9",0,0,0,39,53,0
"Ndst1","Ndst1",4119,1296,3703,1967,725,1146
"Sirt5","Sirt5",394,0,4,27,6,0
"Nt5dc3","Nt5dc3",82,44,187,178,240,125
"Ercc6","Ercc6",1804,236,1,167,0,137
"A930004D18Rik","A930004D18Rik",0,0,0,0,0,0
"Utp18","Utp18",500,314,337,223,197,6
"X1810037I17Rik","1810037I17Rik",1389,513,402,255,159,912
"Slc25a40","Slc25a40",5,0,0,15,0,0
"Skp2","Skp2",488,91,0,96,0,273
"Syne3","Syne3",0,42,0,23,0,0
"Ceacam10","Ceacam10",0,0,0,0,0,0
"Gon4l","Gon4l",2,78,88,114,96,446
"Ffar4","Ffar4",0,0,128,0,0,0
"Tprkb","Tprkb",643,343,1,77,238,302
"Fra10ac1","Fra10ac1",139,0,1,41,4,400
"Lifr","Lifr",0,0,0,0,0,0
"Arfgap3","Arfgap3",1460,29,509,83,0,563
"Prr14l","Prr14l",0,78,0,376,562,13
"P2ry10b","P2ry10b",414,0,0,0,0,0
"Eapp","Eapp",754,13,418,53,17,571
"D130007C19Rik","D130007C19Rik",0,2,32,13,0,0
"Cpsf3","Cpsf3",4968,642,1404,320,195,165
"Mrps21","Mrps21",1986,1324,1434,964,749,1742
"Taf4b","Taf4b",225,0,361,63,0,0
"Kcnn4","Kcnn4",263,0,0,147,43,0
"Rhob","Rhob",404,7,6,33,12,160
"Zfp747","Zfp747",0,13,14,7,0,0
"Mdm4","Mdm4",16,482,652,1110,783,310
"Cklf","Cklf",53,41,64,81,29,84
"Slfn5","Slfn5",0,1,2,0,0,2
"Dnajc8","Dnajc8",2686,197,828,178,175,1342
"Spcs3","Spcs3",2744,501,915,676,533,443
"Slc30a7","Slc30a7",1430,13,239,420,256,306
"X2900041M22Rik","2900041M22Rik",0,0,47,4,55,0
"Cadps","Cadps",0,0,0,0,16,0
"A930005H10Rik","A930005H10Rik",79,0,39,0,14,0
"Atpif1","Atpif1",2294,684,962,514,341,1030
"Tmem120b","Tmem120b",0,0,0,0,0,0
"Aes","Aes",1314,447,894,267,446,270
"Vapb","Vapb",749,154,648,592,239,534
"Lclat1","Lclat1",0,0,0,0,0,0
"Tmem62","Tmem62",292,176,0,0,0,0
"Dedd2","Dedd2",0,4,3,116,127,41
"Parp4","Parp4",0,0,0,0,0,0
"Trim65","Trim65",0,0,211,51,19,0
"Zfp867","Zfp867",0,0,0,17,0,320
"Sh3bp2","Sh3bp2",1003,252,4,60,51,765
"Ugt1a6a","Ugt1a6a",34,0,0,0,0,0
"Pla2r1","Pla2r1",0,0,0,0,0,0
"Pabpc1l","Pabpc1l",0,23,1,0,0,38
"Oscar","Oscar",0,0,0,0,0,11
"X9130230L23Rik","9130230L23Rik",0,0,107,5,1,0
"Cggbp1","Cggbp1",761,245,36,171,508,633
"Kdm2a","Kdm2a",1041,161,11,140,223,1
"Mgmt","Mgmt",319,184,290,34,105,541
"Mettl7a1","Mettl7a1",502,7,173,30,4,0
"Slc8a1","Slc8a1",0,15,1,14,1,96
"Zfp869","Zfp869",295,0,0,176,144,0
"Tmem119","Tmem119",0,0,0,102,0,336
"X1600014C10Rik","1600014C10Rik",1428,42,225,35,227,575
"Emcn","Emcn",0,0,0,0,0,0
"Adam10","Adam10",1384,158,0,181,138,407
"Ap1s3","Ap1s3",0,4,1,52,1,43
"Ankrd24","Ankrd24",66,29,0,6,27,55
"Zscan22","Zscan22",645,20,3,41,0,0
"Zfp771","Zfp771",114,64,57,33,0,27
"Hmgb2","Hmgb2",1203,252,228,173,269,1287
"Lrrc8c","Lrrc8c",417,0,0,21,0,0
"Vmac","Vmac",568,64,0,77,148,229
"Phactr1","Phactr1",0,7,0,1,0,0
"Msra","Msra",0,0,0,5,0,0
"Zfp182","Zfp182",0,0,0,15,0,0
"Fsd1l","Fsd1l",0,0,5,0,0,1
"Set","Set",3959,1234,1437,1671,993,1057
"Kctd18","Kctd18",0,0,231,134,132,1
"Klhl18","Klhl18",0,0,59,12,0,198
"Actn4","Actn4",10249,561,1842,488,672,1643
"Usp46","Usp46",1002,234,13,499,240,800
"Nsd3","Nsd3",106,46,336,262,399,170
"Elp6","Elp6",675,93,164,4,0,0
"Atrnl1","Atrnl1",251,0,466,151,100,89
"Rnd1","Rnd1",0,0,21,18,0,0
"Tmem158","Tmem158",129,57,134,3,7,20
"Pcnx3","Pcnx3",1167,0,0,192,32,78
"Txk","Txk",0,0,35,3,0,308
"Zfp667","Zfp667",0,0,0,17,4,1
"Atp5s","Atp5s",175,0,0,41,0,0
"Klhl5","Klhl5",226,93,192,19,77,462
"Afp","Afp",2294,606,806,963,634,1446
"Zfp174","Zfp174",0,0,0,0,0,0
"Miga1","Miga1",1,858,271,271,250,734
"Gm9958","Gm9958",0,0,115,0,0,0
"Lmntd1","Lmntd1",6,0,0,12,0,0
"Zfp647","Zfp647",0,0,0,0,0,0
"Agap1","Agap1",94,127,264,181,203,32
"Cntn1","Cntn1",0,0,0,0,0,0
"Ep300","Ep300",122,6,0,67,0,21
"Pdlim1","Pdlim1",0,0,0,0,0,0
"Nfic","Nfic",324,320,701,518,403,496
"Ddx17","Ddx17",223,0,551,105,92,0
"Smyd3","Smyd3",185,597,205,139,114,146
"Rab39","Rab39",0,0,0,0,154,0
"Gm8430","Gm8430",77,77,116,102,141,112
"Arntl","Arntl",0,0,0,0,0,0
"Cgrrf1","Cgrrf1",413,701,657,691,291,323
"Sugct","Sugct",0,0,0,0,0,0
"Klf2","Klf2",151,25,0,6,0,72
"Zfp78","Zfp78",0,0,0,0,0,0
"C1ra","C1ra",0,15,56,0,0,0
"Fam72a","Fam72a",0,0,33,30,57,0
"Sertad3","Sertad3",0,0,0,0,0,96
"Zfp811","Zfp811",0,0,0,0,0,0
"Ankrd17","Ankrd17",399,124,509,283,100,25
"Foxd2","Foxd2",0,0,0,0,0,0
"Pld5","Pld5",0,0,107,0,0,0
"Kcmf1","Kcmf1",217,760,764,1308,1582,764
"Zfp101","Zfp101",0,0,0,0,0,0
"Ntrk2","Ntrk2",1,0,0,0,0,0
"Tmem245","Tmem245",26,351,245,394,276,259
"Adh7","Adh7",0,0,0,0,0,0
"Mrfap1","Mrfap1",4783,1194,1393,1731,1517,2196
"Zfp93","Zfp93",0,0,0,0,0,1
"Sec23ip","Sec23ip",1,500,474,211,4,733
"Tns1","Tns1",566,306,64,86,0,67
"Fat2","Fat2",0,11,0,0,0,0
"Snupn","Snupn",0,0,0,34,0,176
"Stam2","Stam2",2791,528,622,169,83,1622
"Fbxo6","Fbxo6",496,0,318,34,180,0
"Map6","Map6",1217,354,711,569,650,0
"H2.Q5","H2-Q5",335,0,101,0,0,58
"Atp10b","Atp10b",0,0,0,6,24,0
"Nap1l5","Nap1l5",0,0,182,26,0,0
"Maf","Maf",0,1,8,0,0,9
"Srsf11","Srsf11",2682,313,472,268,339,502
"Cd47","Cd47",2281,238,379,154,113,867
"Gm7353","Gm7353",49,0,0,0,0,5
"Alk","Alk",0,0,0,0,0,0
"Zfp458","Zfp458",56,4,0,43,0,39
"Soga1","Soga1",240,251,0,1,0,104
"Pprc1","Pprc1",1783,277,76,318,77,705
"Epm2a","Epm2a",0,0,0,0,0,0
"Cpsf6","Cpsf6",986,299,474,261,34,609
"Lair1","Lair1",185,1,0,36,0,0
"Kxd1","Kxd1",1469,373,963,457,423,141
"Spink5","Spink5",0,7,18,0,33,0
"Unc80","Unc80",0,0,0,0,0,11
"Cdca7","Cdca7",503,1209,1831,1589,1734,1461
